entidad_ejecutora,proyectos,presupuesto_vigente,ejecutado_total,no_ejecutado,riesgo_fiscal_total,riesgo_fiscal_prom,n_no_iniciado,n_en_ejecucion,n_en_meseta,n_finalizado,ratio_ejec_agg,n_inconsistencia_estado_momento,presupuesto_inconsistencia_estado_momento,score_concentracion_baja_ejec
MUNICIPALIDAD DE SANTA MARIA CHIQUIMULA,66,41683119.54,4948909.17,36734210.37,429.9774403235256,6.5148097018716005,38,5,23,0,0.1187269384972716,0,0.0,652.5162609912175
MUNICIPALIDAD DE SANTA MARIA DE JESUS,34,42228280.62,18336865.51,23891415.11,207.50580292107708,6.103111850619914,5,22,5,2,0.4342318759081885,2,1008689.6,79.47277279661627
MUNICIPALIDAD DE SANTA MARIA IXHUATAN,61,41483105.75,25938943.58,15544162.17,314.8160426848732,5.160918732538905,20,30,11,0,0.625289334321358,0,0.0,143.2853757656457
MUNICIPALIDAD DE SANTA MARIA VISITACION,55,9247208.29,3277414.18,5969794.11,70.33761409579017,1.2788657108325485,40,8,7,0,0.35442201334906887,0,0.0,316.86185815476097
MUNICIPALIDAD DE SANTA ROSA DE LIMA,53,48156863.03,27558988.39,20597874.64,263.5144144557624,4.971970084070988,12,21,16,4,0.5722754069930124,4,2121787.6,158.89517768494605
MUNICIPALIDAD DE SANTIAGO ATITLAN,66,37672602.47,17598049.08,20900532.59,232.27647067763598,3.5193404648126663,25,34,7,0,0.4671312286963433,0,0.0,200.7849443417061
MUNICIPALIDAD DE SANTIAGO CHIMALTENANGO,56,21754611.1,1590000.0,20164611.1,301.4289714458695,5.382660204390526,52,0,2,2,0.07308795329372722,2,224870.0,529.3245887030721
MUNICIPALIDAD DE SANTIAGO SACATEPEQUEZ,48,44023133.8,19175206.75,24847927.05,125.04958460181132,2.6051996792044023,24,11,4,9,0.43557114396067825,9,6520082.72,184.77380131485003
MUNICIPALIDAD DE SANTO DOMINGO SUCHITEPEQUEZ,36,19732342.59,5539229.47,14193113.12,140.05309473478164,3.8903637426328235,26,6,4,0,0.28071829002235055,0,0.0,239.23010391491727
MUNICIPALIDAD DE SANTO DOMINGO XENACOJ,31,41587489.89,19120007.98,22467481.91,140.72013426701437,4.5393591699036895,6,17,6,2,0.45975383536185815,2,865000.0,89.09043575976152
MUNICIPALIDAD DE SANTO TOMAS LA UNION,73,21286274.9,5909539.71,15376735.19,111.86636733786499,1.5324159909296573,65,2,6,0,0.2776220704544223,0,0.0,546.0715366105316
MUNICIPALIDAD DE SAYAXCHE,54,24801480.0,19471285.16,5330194.84,86.88689147605312,1.6090165088157986,35,11,3,5,0.7850856142456015,5,3756682.0,89.28499949409422
MUNICIPALIDAD DE SENAHU,53,49988465.28,6086756.08,43901709.2,273.91362343251967,5.168181574198484,40,3,10,0,0.12176321169106315,0,0.0,513.7693945308889
MUNICIPALIDAD DE SIBILIA,58,19192965.59,1968079.9900000002,17224885.6,319.87427428092553,5.515073694498716,55,2,1,0,0.10254173492737452,0,0.0,523.7547541101478
MUNICIPALIDAD DE SIBINAL,73,28308348.4,7557124.24,20751224.16,321.24366556277687,4.400598158394204,49,14,10,0,0.2669574407244472,0,0.0,482.99648366066924
MUNICIPALIDAD DE SIPACAPA,47,27262407.2,6059063.8,21203343.4,263.1644820004302,5.599244297881494,33,8,6,0,0.22224977257327444,0,0.0,340.88644279390184
MUNICIPALIDAD DE SIPACATE,42,75000982.53,47304815.64,27696166.89,192.1337457048456,4.574612992972514,5,22,15,0,0.6307226124814874,0,0.0,107.13777951778926
MUNICIPALIDAD DE SIQUINALA,44,23865733.54,5486247.1,18379486.44,158.2948021071625,3.5976091387991476,36,5,3,0,0.22987967626491818,0,0.0,327.0692213758645
MUNICIPALIDAD DE SOLOLA,62,56564265.65,33507827.81,23056437.84,185.3816976614196,2.9900273816358,23,19,18,2,0.5923850937504392,2,0.0,212.46761087597972
MUNICIPALIDAD DE SOLOMA,48,21190664.0,7463925.95,13693011.05,143.43473410292557,2.988223627144283,40,4,4,0,0.35222709160977683,0,0.0,308.150632283144
MUNICIPALIDAD DE SUMPANGO,56,25466356.35,8793927.6,16672428.75,208.3624680794061,3.7207583585608233,41,6,1,8,0.3453155009354135,8,5467752.6,294.7361704498819
MUNICIPALIDAD DE TACANA,90,89524776.78,31321874.57,58202902.21,638.2639044274999,7.091821160305555,45,16,22,7,0.3498682230392041,7,8230059.0,542.8191958767559
MUNICIPALIDAD DE TACTIC,73,66569002.4,13878345.5,52690656.9,521.0410780714193,7.137549014676977,55,8,10,0,0.20848059907233943,0,0.0,598.8457566819225
MUNICIPALIDAD DE TAJUMULCO,209,27132298.45,6415606.1,20716692.35,405.7376583700867,1.9413285089477832,191,9,9,0,0.2364564178675397,0,0.0,1604.8721830659042
MUNICIPALIDAD DE TAMAHU,43,27060364.759999998,6170141.0,20890223.759999998,111.30239798273851,2.5884278600636863,37,2,4,0,0.22801396266175092,0,0.0,348.78215716435693
MUNICIPALIDAD DE TAXISCO,83,86879046.56,45183751.57,41695294.99,221.61457602695873,2.6700551328549245,50,9,24,0,0.52007651279639,0,0.0,440.40532893639255
MUNICIPALIDAD DE TECPAN GUATEMALA,79,54500546.17,23998426.46,30502119.71,483.68684548159035,6.122618297235321,32,24,23,0,0.4403336873935772,0,0.0,384.83195293853163
MUNICIPALIDAD DE TECTITAN,62,28359908.0,1521700.6,26838207.4,332.0951136490563,5.356372800791231,59,2,1,0,0.053656753752515704,0,0.0,604.1172500524799
MUNICIPALIDAD DE TECULUTAN,67,21346431.45,8362815.47,12983615.98,144.30659233451416,2.153829736336032,48,5,10,4,0.39176644066191213,4,2262017.91,388.00905868723737
MUNICIPALIDAD DE TEJUTLA,106,31801407.8,12426812.2,19374595.6,292.91795176967787,2.763376903487527,82,5,1,18,0.39076295861342336,18,12450000.0,536.7537214993806
MUNICIPALIDAD DE TIQUISATE,35,73728812.93,35292086.68,38436726.25,231.6573531550787,6.618781518716535,7,22,5,1,0.47867428319383354,1,1398000.0,86.88743823948933
MUNICIPALIDAD DE TODOS SANTOS CUCHUMATANES,56,53650121.79,14068342.56,39581779.230000004,248.6001829879387,4.439288981927477,36,5,6,9,0.2622238699674721,9,4548217.9,359.7876291002838
MUNICIPALIDAD DE TOTONICAPAN,179,46890594.39,14803083.99,32087510.4,611.4893782213479,3.4161417777728933,145,1,28,5,0.3156940999058212,5,7941431.63,1334.4179765258173
MUNICIPALIDAD DE TUCURU,26,43684040.6,7709582.0,35974458.6,131.42094873954102,5.054651874597732,20,6,0,0,0.17648509373466703,0,0.0,188.33984732738568
MUNICIPALIDAD DE UNION CANTINIL,59,23401701.95,200000.0,23201701.95,154.8729120633729,2.6249646112436085,58,0,1,0,0.008546386943450496,0,0.0,615.7328360107155
MUNICIPALIDAD DE USPANTAN,87,108121290.69,53606368.45,58006336.74,648.4875019449195,7.4538793327002235,17,33,37,0,0.49579845105343334,0,0.0,380.5459075173971
MUNICIPALIDAD DE USUMATLAN,49,33509645.75,19883558.87,13626086.879999999,257.82769871451586,5.261789769683997,12,26,7,4,0.5933682205518392,4,2037269.6,97.23271192887545
MUNICIPALIDAD DE VILLA CANALES,79,249756224.14,114498414.98,135257809.16,531.0077235228487,6.72161675345378,23,29,27,0,0.4584406870109404,0,0.0,381.1658270756671
MUNICIPALIDAD DE VILLA NUEVA,69,334856811.77,153204577.32,181652234.45,379.37403322098646,5.49817439450705,43,13,13,0,0.45752265426581856,0,0.0,396.1206168361695
MUNICIPALIDAD DE YEPOCAPA,67,54848444.82,21911716.05,32936728.77,204.48445954485535,3.052006858878438,33,12,14,8,0.3994956670496168,8,3018705.22,342.43321284029355
MUNICIPALIDAD DE YUPILTEPEQUE,55,42723069.9,19925836.41,22797233.490000002,173.31657663316003,3.151210484239273,15,18,12,10,0.4663952393084,10,2896265.0,183.7611494884891
MUNICIPALIDAD DE ZACAPA,87,208445663.14,77515014.74,130930648.4,593.9045866292697,6.826489501485859,43,21,10,13,0.3718715638997871,13,10865042.55,418.71077722064564
MUNICIPALIDAD DE ZACUALPA,54,55888074.24,15095209.86,40792864.38,418.3908090356933,7.747977945105431,20,5,29,0,0.27009715516724875,0,0.0,471.3470168574519
MUNICIPALIDAD DE ZAPOTITLAN,79,13850212.75,10793684.82,3056527.93,23.11077816563556,0.29254149576753874,69,6,4,0,0.7793154527536048,0,0.0,165.47761359169337
MUNICIPALIDAD DE ZARAGOZA,59,55088951.58,17139440.73,37949510.85,336.77321320809506,5.708020562849069,28,16,7,8,0.31112301538558346,8,3704963.69,287.32532609093454
MUNICIPALIDAD DE ZUNIL,57,33318121.18,8872111.6,24446009.58,179.93770675939533,3.156801872971848,38,9,4,6,0.2662848709886348,6,2682754.0,343.1464774756527
MUNICIPALIDAD DE ZUNILITO,37,18801737.1,10864598.76,7937138.34,90.51839919396211,2.4464432214584355,24,11,2,0,0.5778507965628346,0,0.0,120.2031094566746
MUNICIPALIDAD SAN JOSE LA MAQUINA,28,5998575.0,0.0,5998575.0,29.539614058799568,1.054986216385699,28,0,0,0,0.0,0,0.0,277.80518144929954
ORGANISMO JUDICIAL,1,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,0,0.0,0.0
REGISTRO DE INFORMACION CATASTRAL DE GUATEMALA -RIC-,4,0.0,0.0,0.0,0.0,0.0,4,0,0,0,,0,0.0,0.0
REGISTRO GENERAL DE LA PROPIEDAD,1,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,0,0.0,0.0
SUPERINTENDENCIA DE ADMINISTRACION TRIBUTARIA,7,173670904.0,2779537.66,170891366.34,83.13831403585442,11.87690200512206,5,0,2,0,0.016004624816140765,0,0.0,104.54652436013663
UNIDAD COMPRADORA PARA PROYECTOS DE COOPERACION EXTERNA,5,18700000.0,0.0,18700000.0,32.06183813739089,6.4123676274781785,5,0,0,0,0.0,0,0.0,66.976136541203
UNIDAD DE CONSTRUCCION DE EDIFICIOS DEL ESTADO,79,246801319.0,106973223.88,139828095.12,249.96147087440752,3.164069251574779,62,10,7,0,0.4334386230731611,0,0.0,479.5349012616634
UNIDAD DE PLANIFICACION EDUCATIVA,3,23893339.0,0.0,23893339.0,46.62268901167546,15.540896337225155,3,0,0,0,0.0,0,0.0,47.56950888754584
UNIDAD EJECUTORA DE PROYECTOS DE INFRAESTRUCTURA DE SALUD,1,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,0,0.0,0.0
UNIDAD EJECUTORA DEL PROGRAMA DE ACUEDUCTOS RURALES,30,19027393.0,1357102.6600000001,17670290.34,183.6823302780571,6.122744342601903,18,9,3,0,0.07132362589031509,0,0.0,221.03588164225206
UNIDAD ESPECIAL DE EJECUCIÓN DE PROGRAMA DE INVERSIÓN Y MODERNIZACIÓN PARA EL SECTOR JUSTICIA,5,75276229.0,7955701.079999999,67320527.92,32.11882430461398,6.423764860922796,1,0,1,3,0.10568676441005034,3,2156000.0,38.92768434553775
UNIDAD ESPECIAL DE EJECUCIÓN DE PROGRAMAS Y PROYECTOS DE SALUD (UEPPS),29,312925358.0,93926353.65,218999004.35,150.71010560584986,5.196900193305168,27,2,0,0,0.300155775966229,0,0.0,235.46775004244859
UNIDAD ESPECIAL PROGRAMA INVERSION Y MODERNIZACION SECTOR JUSTICIA (UEEP),30,152001668.0,6139437.11,145862230.89,376.97222058654637,12.565740686218213,20,6,3,1,0.0403905903848371,1,1714057.0,278.4083993052294
UNIDAD PARA EL DESARROLLO DE VIVIENDA POPULAR UDEVIPO,12,35000000.0,6807595.62,28192404.380000003,59.67776226513408,4.9731468554278395,5,7,0,0,0.194502732,0,0.0,55.96871673519362
UNIVERSIDAD DE SAN CARLOS DE GUATEMALA,5,0.0,0.0,0.0,0.0,0.0,5,0,0,0,,0,0.0,0.0
VICE MINISTERIO DE DESARROLLO ECONOMICO Y RURAL,8,9958655.0,6742319.57,3216335.4299999997,76.70843098436383,9.588553873045479,7,0,1,0,0.6770311422576644,0,0.0,31.225829345991684
