departamento,municipio,proyectos,presupuesto_vigente,ejecutado_total,no_ejecutado,riesgo_fiscal_total,riesgo_fiscal_prom,n_no_iniciado,n_en_ejecucion,n_en_meseta,n_finalizado,ratio_ejec_agg,n_inconsistencia_estado_momento,presupuesto_inconsistencia_estado_momento,score_concentracion_baja_ejec
Jutiapa,Yupiltepeque,55,42723069.9,19925836.41,22797233.490000002,173.31657663316003,3.151210484239273,15,18,12,10,0.4663952393084,10,2896265.0,183.7611494884891
Jutiapa,Zapotitlán,80,13850212.75,10793684.82,3056527.93,23.11077816563556,0.2888847270704445,70,6,4,0,0.7793154527536048,0,0.0,167.6549506126367
Multidepartamental Región III,Multidepartamental Región III,2,0.0,0.0,0.0,0.0,0.0,2,0,0,0,,0,0.0,0.0
Multidepartamental Región IV,Multidepartamental Región IV,2,5500000.0,262139.61,5237860.39,14.780536177961773,7.3902680889808865,1,1,0,0,0.04766174727272727,0,0.0,23.648857884738838
Multidepartamental Región V,Multidepartamental Región V,1,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,0,0.0,0.0
Multidepartamental Región VI,Multidepartamental Región VI,3,1800000.0,494450.0,1305550.0,10.44679189701032,3.4822639656701067,2,0,1,0,0.27469444444444446,0,0.0,31.340375691030957
Multiregional - Nacional,Multiregional - Nacional,19,221061303.0,36194240.2,184867062.8,96.40533295000067,5.073964892105298,15,1,3,0,0.16372942576928537,0,0.0,199.24396277086706
Petén,Dolores,31,108892691.44,85030260.0,23862431.64,138.5078825066519,4.4679962098919965,3,7,18,3,0.7808628740419349,3,4248361.62,69.7515715658092
Petén,El Chal,65,41814803.11,14428391.02,27386412.09,430.15097118633383,6.617707249020521,28,23,3,11,0.34505462053818575,11,3313535.12,232.16829463241908
Petén,Flores,57,155787850.14,58846866.24,96940983.89999999,314.7125634067021,5.521273042222844,10,28,11,8,0.3777371995769683,8,3009996.0,185.46623053138813
Petén,La Libertad,73,71260943.25,39821532.76,31439410.490000002,152.4746413267026,2.088693716804145,34,17,4,18,0.5588128776277459,18,8086095.45,196.24608980969293
Petén,Las Cruces,58,82832074.33,61739568.39,21092505.939999998,134.57222171123118,2.3202107191591583,25,25,3,5,0.7453582309677744,5,3080072.45,85.42589579086868
Petén,Melchor de Mencos,57,227251841.18,72958487.74,154293353.44,383.0477380743746,6.720135755690782,9,32,14,2,0.321046849878816,2,1753611.2,229.92858513916602
Petén,Poptún,51,128994360.17,55390210.6,73604149.57000001,341.0967236058741,6.688171051095571,15,26,9,1,0.42940025073190763,1,720000.0,183.2850861052515
Petén,San Andrés,59,63583388.77,31793934.44,31789454.330000002,345.1826264817561,5.850552991216205,13,24,14,8,0.5000352301920884,8,2060134.19,179.6659680454428
Petén,San Benito,65,143613111.94,39310360.61,104302751.33,438.6198258633805,6.747997320975085,12,34,7,12,0.27372403591131317,12,3565843.17,188.25097875811664
Petén,San Francisco,58,105137710.8,47465460.59,54987054.20999999,188.04209550608368,3.2421050949324774,35,14,4,5,0.4514599017691377,5,2317889.8,255.32550156066284
Petén,San José,59,57526670.4,18475144.21,39051526.19,189.73333026820504,3.215819157088221,33,10,11,5,0.3211578921835184,5,2883798.4,359.0298655693463
Petén,San Luis,92,81046809.07,40249117.41,40797691.660000004,736.9596475728003,8.010430951878265,46,31,10,5,0.496615694952739,5,3796693.6,335.50849380000875
Petén,Santa Ana,79,130651458.6,64343342.89,66308115.71,437.2766219515368,5.535147113310592,42,12,19,6,0.49248086151867887,6,6075806.6,392.65994977092595
Petén,Sayaxché,66,180584717.0,88856775.28,91727941.72,138.7976735961997,2.102995054487874,46,12,3,5,0.4920503614932154,5,3756682.0,299.36673697118397
Quetzaltenango,Almolonga,35,8818859.0,478951.57,8339907.43,127.91392393641904,3.654683541040544,32,1,2,0,0.054309924900715616,0,0.0,329.70008157314163
Quetzaltenango,Cabricán,56,37608457.77,14679218.38,22929239.39,312.88188186243434,5.587176461829185,21,21,14,0,0.3903169459852062,0,0.0,263.73665944210177
Quetzaltenango,Cajolá,49,47605367.19,22155019.91,25450347.28,227.77164041589742,4.6484008248142334,18,22,8,1,0.46538911928934545,1,3583400.0,172.00992863325905
Quetzaltenango,Cantel,70,62947709.54,17151301.4,45796408.14,391.6526254797511,5.595037506853587,40,13,17,0,0.27246903064997524,0,0.0,504.3038475461809
Quetzaltenango,Coatepeque,80,72668852.42,27703190.9,44966261.519999996,292.7880212264885,3.6598502653311065,35,17,23,5,0.3812251050819607,5,2794771.64,452.5085376471278
Quetzaltenango,Colomba,98,28151882.95,11863439.32,16408863.38,391.2762665199144,3.992614964488922,65,26,7,0,0.42140837758775923,0,0.0,452.56423736287724
Quetzaltenango,Concepción Chiquirichapa,79,39153105.72,19274451.02,19878654.7,272.7614424051672,3.452676486141357,30,20,14,15,0.49228408999887635,15,9269486.7,268.06704884056796
Quetzaltenango,El Palmar,52,33275806.9,9632305.78,23643501.12,258.4341055910506,4.969886645981742,33,6,10,3,0.2894687365192037,3,1333316.4,354.4313448319927
Quetzaltenango,Flores Costa Cuca,46,9849356.6,2413475.0,7435881.6,63.765262298198174,1.386201354308656,38,3,5,0,0.24503884852742566,0,0.0,337.9667295889648
Quetzaltenango,Génova,62,40486549.25,5023020.14,35463529.11,303.17507476293554,4.8899205606925085,50,3,9,0,0.12406639323552623,0,0.0,586.1130607210295
Quetzaltenango,Huitán,46,23933423.79,4118092.49,19815331.3,98.52009084649556,2.1417411053585993,36,2,8,0,0.17206449549941305,0,0.0,407.9509879897673
Quetzaltenango,La Esperanza,67,54220373.94,15498367.98,38722005.96,367.04560082961933,5.478292549695811,29,27,11,0,0.28584030049572173,0,0.0,345.93398148025204
Quetzaltenango,Multimunicipal - Quetzaltenango,2,122220.0,122220.0,0.0,0.0,0.0,1,0,0,1,1.0,1,122220.0,0.0
Quetzaltenango,Olintepeque,117,41961921.32,15660681.26,26502648.32,413.7734960967687,3.53652560766469,94,6,17,0,0.3732117302392387,0,0.0,781.1106833421649
Quetzaltenango,Palestina de los Altos,110,33021178.54,14291468.63,18729709.91,323.6568752221925,2.9423352292926594,79,26,5,0,0.4327970491025364,0,0.0,514.5570840227042
Quetzaltenango,Quetzaltenango,60,156706180.08,68185973.51,88520206.57,246.2515233122915,4.104192055204859,31,9,8,12,0.4351198751395153,12,13280296.6,277.1397707240291
Quetzaltenango,Salcajá,58,35808267.39,17257927.75,18550339.64,188.8406042095482,3.2558724863715205,28,14,16,0,0.4819537220842899,0,0.0,275.72852298575367
Quetzaltenango,San Carlos Sija,138,55326431.11,14319891.29,41006539.82,552.1975753755588,4.001431705619991,86,25,26,1,0.2588255017123587,1,569959.0,969.9239853088084
Quetzaltenango,San Francisco la Unión,37,19229519.63,5962311.66,13267207.97,84.79687508745809,2.2918074347961648,31,5,1,0,0.3100603538061445,0,0.0,236.06141946296682
Quetzaltenango,San Juan Ostuncalco,60,19282520.62,6612458.53,12670062.09,146.32898413284326,2.438816402214054,44,8,8,0,0.3429250075916683,0,0.0,372.55178640998963
Quetzaltenango,San Martín Sacatepéquez,74,34648557.44,3560024.79,31088532.65,378.46162909627793,5.114346339138891,57,3,14,0,0.10274669576546736,0,0.0,722.7730443897817
Quetzaltenango,San Mateo,42,5726337.19,1070553.29,4655783.9,53.207780342896164,1.266851912926099,38,3,1,0,0.18695254129804395,0,0.0,311.2267911212167
Quetzaltenango,San Miguel Siguilá,72,20933914.58,11284359.38,9649555.2,76.39464770952563,1.0610367737434114,52,6,14,0,0.5390467863464455,0,0.0,337.22813569518445
Quetzaltenango,Sibilia,58,19192965.59,1968079.9900000002,17224885.6,319.87427428092553,5.515073694498716,55,2,1,0,0.10254173492737452,0,0.0,523.7547541101478
Quetzaltenango,Zunil,58,33318121.18,8872111.6,24446009.58,179.93770675939533,3.102374254472333,39,9,4,6,0.2662848709886348,6,2682754.0,350.7719547528894
Quiché,Canillá,61,56575767.21,21551428.419999998,35024338.79,328.3753137708297,5.383201865095568,35,16,10,0,0.3809303785489045,0,0.0,331.5320505274939
Quiché,Chajul,80,57716493.21,12929638.05,44786855.16,322.9240973128806,4.036551216411008,54,5,20,1,0.224019813590473,1,72576.0,685.0586232566694
Quiché,Chicamán,66,79758993.0,39751628.42,40007364.58,396.65978981380994,6.009996815360757,21,7,35,3,0.49839681927779605,3,462501.65,379.6594521897631
Quiché,Chichicastenango,81,101850440.61,27856237.85,73994202.76,672.2979050402839,8.299974136299802,30,26,25,0,0.27350139757043906,0,0.0,522.4408558474379
Quiché,Chiché,46,56392726.09,6471252.6,49921473.489999995,521.3082889365027,11.332788889923972,20,0,26,0,0.11475332101647649,0,0.0,534.0315705709586
Quiché,Chinique,44,22212890.44,3548327.4,18664563.04,185.16770710827697,4.208356979733567,36,5,3,0,0.1597418134116543,0,0.0,355.3490391416198
Quiché,Cunén,68,31655910.05,13185336.7,18470573.35,159.046639650385,2.3389211713291913,52,14,2,0,0.41652053847682696,0,0.0,340.60071997271456
Quiché,Ixcán,98,145654640.41,45911588.62,99743051.79,581.1303712105155,5.929901747046077,87,2,9,0,0.31520855422638433,0,0.0,777.4599127664219
Quiché,Joyabaj,69,80892946.55,23105103.48,57787843.07,291.62332772893376,4.226425039549764,41,17,11,0,0.2856256875958736,0,0.0,447.4677242587006
Quiché,Multimunicipal - Quiché,4,33802522.0,16005757.91,17796764.09,23.039090152392376,5.759772538098094,3,1,0,0,0.47350780246515334,0,0.0,25.556420278183207
Quiché,Pachalum,69,60311604.67,24042176.38,36269428.29,451.95602452180356,6.550087311910197,28,24,16,1,0.39863267627430543,1,3359160.0,329.66961156349333
Quiché,Patzité,35,25896572.8,6384547.52,19512025.28,105.74818225398688,3.021376635828197,26,7,2,0,0.24654024952676362,0,0.0,234.07516048807446
Quiché,Sacapulas,54,37870963.3,9820948.6,28050014.7,261.3396530621808,4.8396232048552,33,3,18,0,0.2593266118477636,0,0.0,454.9432769255051
Quiché,San Andrés Sajcabajá,56,52111126.120000005,21604310.560000002,31130591.79,310.27421595095745,5.54061099912424,16,37,2,1,0.4145815331307601,1,560000.0,126.90727662943198
Quiché,San Antonio Ilotenango,44,43503723.62,7938660.95,35565062.67,227.08300354337993,5.160977353258635,31,11,2,0,0.18248233230201827,0,0.0,304.8304049852208
Quiché,San Bartolomé Jocotenango,56,39704000.2,16359438.05,23344562.15,280.3478049359154,5.006210802427061,39,12,5,0,0.41203500825088146,0,0.0,292.1678805413514
Quiché,San Juan Cotzal,52,55413877.28,13550665.67,41863211.61,309.89805371016547,5.95957795596472,31,14,7,0,0.24453559893544413,0,0.0,339.4487276569659
Quiché,San Pedro Jocopilas,72,67944761.06,22019372.06,45925389.0,497.69422081058417,6.912419733480336,27,12,28,5,0.3240775553034228,5,3.0,482.7130840354329
Quiché,Santa Cruz del Quiché,148,58108806.79,8602153.85,49506652.94,481.9195325918565,3.256213058053085,120,11,17,0,0.14803528630500726,0,0.0,1319.0287137202426
Quiché,Santa María Nebaj,93,145115874.27,61194558.48,83921315.79,535.0838952252568,5.753590271239321,59,16,18,0,0.42169444788750327,0,0.0,552.1005558416149
Quiché,Uspantán,95,120584235.69,54502434.69,69573215.5,679.1670565203076,7.14912691074008,24,33,38,0,0.45198640086019026,0,0.0,467.0390812266014
Quiché,Zacualpa,57,59362563.24,15655181.51,43707381.730000004,443.8976312138553,7.787677740593952,21,6,30,0,0.26372145432310345,0,0.0,495.52205513807974
Retalhuleu,Champerico,37,39898988.8,5771204.23,34127784.57,161.8087969484083,4.373210728335359,21,4,12,0,0.14464537582466253,0,0.0,347.3109186992955
Retalhuleu,El Asintal,144,38304731.0,9346673.68,28958057.32,659.7451951390453,4.581563855132259,112,21,11,0,0.24400833620264817,0,0.0,1016.4334136051967
Retalhuleu,Multimunicipal - Retalhuleu,2,10378611.0,0.0,10378611.0,16.155257708071087,8.077628854035543,2,0,0,0,0.0,0,0.0,35.541566957756395
Retalhuleu,Nuevo San Carlos,186,52116401.6,13701425.09,38414976.51,557.4398030676782,2.996988188535904,150,12,24,0,0.26290044341818103,0,0.0,1443.3461376794671
Retalhuleu,Retalhuleu,92,44816124.6,8130965.09,36685159.51,407.40793055828993,4.42834707128576,83,3,6,0,0.18142945563838422,0,0.0,801.8431936219994
Retalhuleu,San Andrés Villa Seca,61,36393469.0,5800077.9,30593391.1,251.05728578682286,4.115693209620047,51,3,7,0,0.1593713943564984,0,0.0,544.431668090535
Retalhuleu,San Felipe Retalhuleu,82,33815076.21,8327788.32,25487287.89,214.27479745173648,2.613107285996786,66,4,12,0,0.24627442115707124,0,0.0,655.9584396800933
Retalhuleu,San Martín Zapotitlán,62,33492410.6,21293124.0,12199286.6,117.39896896096823,1.8935317574349715,37,12,12,1,0.6357596726704408,1,89650.0,207.00506501951074
Retalhuleu,San Sebastián,67,29889901.87,11822213.44,18067688.43,308.41244096596574,4.603170760686056,61,6,0,0,0.39552533465711237,0,0.0,391.2220338327611
Retalhuleu,Santa Cruz Muluá,44,30883902.2,6372503.0,24511399.2,230.68734112056245,5.242894116376419,29,4,11,0,0.2063373649719691,0,0.0,372.2946675685748
Sacatepéquez,Alotenango,34,53083165.24,31681927.97,21401237.27,159.73667864262035,4.698137607135893,7,25,0,2,0.5968356978480734,2,193971.3,37.290410460574854
Sacatepéquez,Antigua Guatemala,76,162086777.48,80057660.07,81029117.41,313.0770679200835,4.119435104211625,48,27,1,0,0.49391851275393744,0,0.0,292.743574181419
Sacatepéquez,Ciudad Vieja,45,85825234.34,30213937.86,55611296.480000004,287.553831750744,6.390085150016533,7,25,5,8,0.3520402605637674,8,4979794.5200000005,108.89869105813918
Sacatepéquez,Jocotenango,27,11458387.4,1771233.6400000001,9687153.76,72.2631119202212,2.6764115526007854,23,3,1,0,0.15457966100884318,0,0.0,214.3698782318626
Sacatepéquez,Magdalena Milpas Altas,39,29480091.7,9114654.540000001,20365437.16,218.5549199126163,5.6039723054517,12,0,24,3,0.30917999281528696,3,1253646.35,325.55499799401395
Sacatepéquez,Pastores,49,39190938.67,11986073.74,27204864.93,327.58080120134025,6.68532247349674,20,14,10,5,0.30583788362219394,5,1716135.87,254.87070003742556
Sacatepéquez,San Antonio Aguas Calientes,46,20190627.740000002,3716044.0,16474583.74,91.56668588232856,1.9905801278767077,36,1,2,7,0.1840479675942953,7,3550665.74,332.1427765271161
Sacatepéquez,San Bartolomé Milpas Altas,61,40475856.25,19527341.38,20948514.87,232.1712038227436,3.806085308569567,26,19,8,8,0.4824441825118894,8,3954551.73,208.5092511188251
Sacatepéquez,San Lucas Sacatepéquez,61,74432514.26,32510490.65,41922023.61,371.75378796975036,6.094324392946727,32,26,3,0,0.43677807975742555,0,0.0,230.71491435951165
Sacatepéquez,San Miguel Dueñas,37,64040861.99,19906231.56,44134630.43,251.60669713161883,6.800181003557266,16,17,3,1,0.3108364088401615,1,0.0,161.04058815571085
Sacatepéquez,Santa Catarina Barahona,37,37161769.7,11074149.75,26087619.95,264.1083772469733,7.138064249918197,13,17,3,4,0.29799844946566145,4,2122923.2,137.04815481632986
Sacatepéquez,Santa Lucía Milpas Altas,58,54913997.9,28402419.59,26511578.31,199.41048476309916,3.43811180626033,33,18,2,5,0.5172163870079473,5,2283787.63,192.72559930714817
Sacatepéquez,Santa María de Jesús,34,42228280.62,18336865.51,23891415.11,207.50580292107708,6.103111850619914,5,22,5,2,0.4342318759081885,2,1008689.6,79.47277279661627
Sacatepéquez,Santiago Sacatepéquez,48,44023133.8,19175206.75,24847927.05,125.04958460181132,2.6051996792044023,24,11,4,9,0.43557114396067825,9,6520082.72,184.77380131485003
Sacatepéquez,Santo Domingo Xenacoj,31,41587489.89,19120007.98,22467481.91,140.72013426701437,4.5393591699036895,6,17,6,2,0.45975383536185815,2,865000.0,89.09043575976152
Sacatepéquez,Sumpango,57,25466356.35,8793927.6,16672428.75,208.3624680794061,3.655481896129932,42,6,1,8,0.3453155009354135,8,5467752.6,301.4347197782883
San Marcos,Ayutla,54,107230917.2,4506986.63,102723930.57,118.6630192468431,2.1974633193859834,43,7,4,0,0.04203066380187597,0,0.0,531.3998218372926
San Marcos,Catarina,67,47794418.57,13725463.88,34068954.69,374.5719070928703,5.590625478998064,39,16,12,0,0.287177128431798,0,0.0,428.5507221780155
San Marcos,Comitancillo,91,67029803.7,30897666.59,36132137.11,440.6799124564178,4.842636400619976,63,5,13,10,0.4609541559794244,10,14858850.0,477.92660422232535
San Marcos,Concepción Tutuapa,97,67166241.6,25500615.669999998,41665625.93,508.5453064461669,5.24273511800172,53,22,21,1,0.3796641744801752,1,271400.0,554.5336993017959
San Marcos,El Quetzal,39,21413549.6,4869497.77,16544051.83,175.53708405891385,4.5009508733054835,25,6,8,0,0.22740264276409358,0,0.0,292.1202756560521
San Marcos,El Rodeo,47,20505229.2,9321823.1,11183406.1,105.57548250279281,2.2462868617615492,29,4,11,3,0.45460711553519234,3,1228375.0,249.7596078472535
San Marcos,El Tumbador,43,26981855.0,16978601.9,10003253.1,140.82070889533546,3.2749002068682667,30,4,6,3,0.6292599934289173,3,6499500.0,150.97796168180923
San Marcos,Esquipulas Palo Gordo,51,29365978.69,15405050.25,13960928.440000001,108.63903097508624,2.1301770779428675,37,10,4,0,0.5245883480548149,0,0.0,215.816528860181
San Marcos,Ixchiguán,86,29075870.0,8001701.600000001,21074168.4,202.07851675010792,2.349750194768697,67,4,15,0,0.2752007626942891,0,0.0,662.6580688780468
San Marcos,La Blanca,51,89596765.89,32826272.86,56770493.03,359.6340215564921,7.051647481499844,9,23,19,0,0.3663778768566442,0,0.0,250.60637196560765
San Marcos,La Reforma,44,17119583.2,5876348.73,11243234.47,137.0988018960668,3.115881861274245,37,4,3,0,0.3432530255759965,0,0.0,280.02822849379015
San Marcos,Malacatán,82,162468173.35,46709473.4,115758699.95,358.29140768751586,4.3694074108233645,43,7,31,1,0.28749922176680887,1,1.0,695.0795804673068
San Marcos,Multimunicipal - San Marcos,4,64400000.0,43013552.440000005,21386447.559999995,17.27082042724769,4.317705106811922,2,1,1,0,0.6679123049689442,0,0.0,17.913432143970724
San Marcos,Nuevo Progreso,73,61802190.45,24352537.74,38568244.27,498.933383387197,6.834703882016397,34,23,16,0,0.3940400423137429,0,0.0,371.77410920757274
San Marcos,Ocós,38,83868266.68,59715693.45,24152573.229999997,291.4521072727336,7.6697922966508845,27,7,4,0,0.7120177370285435,0,0.0,107.18499992068858
San Marcos,Pajapita,45,13810301.15,2274157.0,11536144.15,187.125893907504,4.158353197944534,39,2,4,0,0.16467106512011145,0,0.0,379.0468274951546
San Marcos,Río Blanco,45,28805319.0,16112189.0,12693130.0,158.5455262272093,3.5232339161602066,27,2,12,4,0.5593477024156546,4,3404920.0,202.84048987972778
San Marcos,San Antonio Sacatepéquez,153,38442386.75,21728096.6,16714290.15,237.56921973701108,1.552739998281118,89,13,21,30,0.5652119557847173,30,6362512.7,540.652234401123
San Marcos,San Cristóbal Cucho,45,17217585.6,6213939.6,11003646.0,77.59748384303376,1.7243885298451946,34,6,5,0,0.3609065605574802,0,0.0,270.4647424701221
San Marcos,San José Ojetenán,93,44838916.05,13063785.81,31775130.24,393.9799549353265,4.236343601455124,59,7,17,10,0.2913492778334012,10,4098750.0,624.2712202129019
San Marcos,San Lorenzo,40,19774897.2,3480501.4,16294395.8,100.06063392568609,2.5015158481421524,35,3,2,0,0.17600604265088166,0,0.0,326.69564481028647
San Marcos,San Marcos,235,143858498.43,43361078.5,100497419.92999999,1166.1374725799012,4.9622871173612815,122,52,37,24,0.3014147858709858,24,4280127.9,1362.1116274550639
San Marcos,San Miguel Ixtahuacán,78,38738448.2,15609806.4,23128641.8,355.6657975940355,4.55981791787225,35,20,23,0,0.4029538385071398,0,0.0,421.44453538785
San Marcos,San Pablo,83,77521647.17,27191403.39,50330243.78,464.60421817445473,5.597641182824756,31,28,10,14,0.3507588445633901,14,6339609.72,325.5187839695209
San Marcos,San Pedro Sacatepéquez,160,81943069.36,28294605.509999998,53648463.85,486.30874846497005,3.039429677906063,136,9,15,0,0.34529589544288947,0,0.0,1128.5509398953302
San Marcos,San Rafael Pié de la Cuesta,76,41492800.05,16212848.84,25279951.21,280.4940429351963,3.690711091252583,37,22,17,0,0.3907388467508353,0,0.0,393.2841197883587
San Marcos,Sibinal,76,30663863.4,7557124.24,23106739.16,361.94066195121746,4.762377130937072,52,14,10,0,0.2464504926016596,0,0.0,522.203431826732
San Marcos,Sipacapa,54,42377653.2,6759370.39,35618282.81,333.6034923440418,6.1778424508155885,38,10,6,0,0.15950317867059233,0,0.0,422.16219525788836
San Marcos,Tacaná,96,103471405.78,33931022.35,69540383.42999999,698.2228695686949,7.273154891340572,47,16,26,7,0.3279265618768517,7,8230059.0,620.1492415307373
San Marcos,Tajumulco,215,33873251.45,8068764.27,25804487.18,436.28504325177084,2.029232759310562,194,11,10,0,0.23820459874984923,0,0.0,1656.2973024466146
San Marcos,Tejutla,109,34677807.8,13307407.4,21370400.4,303.23699974972976,2.7819908233920163,84,5,2,18,0.38374419388759634,18,12450000.0,567.0572443264787
Santa Rosa,Barberena,45,93575520.36,57157244.04,36418276.32,163.3556924626919,3.6301264991709314,33,8,4,0,0.610814065688408,0,0.0,171.43745688985445
Santa Rosa,Casillas,47,41272086.91,21803102.7,19468984.21,202.8794649047588,4.316584359675719,23,9,15,0,0.5282772045800579,0,0.0,221.68927852503552
Santa Rosa,Chiquimulilla,61,123505399.8,25685908.52,97819491.28,402.571477238976,6.599532413753705,19,28,13,1,0.2079739716773096,1,0.0,336.4565663740508
Santa Rosa,Cuilapa,38,70135828.72,19813953.51,50321875.21,181.3112883112577,4.771349692401518,23,10,5,0,0.2825082967095509,0,0.0,243.68870536913107
Santa Rosa,Guazacapán,47,28063423.490000002,5047372.0,23016051.490000002,151.2153727272101,3.2173483558980873,37,2,8,0,0.17985588970634886,0,0.0,416.3374139849205
Santa Rosa,Multimunicipal - Santa Rosa,3,188573333.0,166047415.1,22525917.900000006,14.72041323312505,4.9068044110416835,2,1,0,0,0.8805455811718617,0,0.0,5.007648042312013
Santa Rosa,Nueva Santa Rosa,48,60160631.69,35358414.35,24802217.34,187.6739314112783,3.9098735710682977,14,16,18,0,0.5877334289340139,0,0.0,175.7567360464
Santa Rosa,Oratorio,60,30602998.61,10240230.74,20362767.87,141.89760720543666,2.3649601200906107,45,5,10,0,0.33461527317959777,0,0.0,412.8831394930237
Santa Rosa,Pueblo Nuevo Viñas,33,72228517.03,33396040.79,38832476.24,127.0966706064701,3.851414260802124,5,22,5,1,0.4623664192929367,1,847998.7,77.82932321588328
Santa Rosa,San Juan Tecuaco,60,24014083.53,13470172.73,10543910.8,93.31861390076293,1.555310231679382,40,9,10,1,0.5609280367985794,1,179000.0,246.2346240402655
Santa Rosa,San Rafael las Flores,67,47886307.29,19812357.94,28073949.349999998,348.301209298472,5.1985255119174925,35,18,10,4,0.41373743479563263,4,1158728.4000000001,311.0299991725063
Santa Rosa,Santa Cruz Naranjo,81,34559143.01,10417599.09,24141543.92,391.15929957105396,4.829127155198197,50,4,27,0,0.3014426337766991,0,0.0,637.8111053049529
Santa Rosa,Santa María Ixhuatán,61,42489105.75,26943145.89,15545959.86,314.84074125432886,5.1613236271201455,19,30,11,1,0.6341189209424583,1,1006000.0,136.24418958482596
Santa Rosa,Santa Rosa de Lima,53,48156863.03,27558988.39,20597874.64,263.5144144557624,4.971970084070988,12,21,16,4,0.5722754069930124,4,2121787.6,158.89517768494605
Santa Rosa,Taxisco,83,86879046.56,45183751.57,41695294.99,221.61457602695873,2.6700551328549245,50,9,24,0,0.52007651279639,0,0.0,440.40532893639255
Sololá,Concepción,53,30615883.34,11458797.11,19157086.23,270.47640924272287,5.10332847627779,14,29,10,0,0.37427622070368133,0,0.0,187.66977512923614
Sololá,Multimunicipal - Sololá,6,0.0,0.0,0.0,0.0,0.0,6,0,0,0,,0,0.0,0.0
Sololá,Nahualá,82,53075605.59,30068889.71,23006715.88,175.8812869352886,2.144893743113276,40,25,17,0,0.5665293758921385,0,0.0,297.61529564758285
Sololá,Panajachel,51,14854226.42,4312515.25,10541711.17,150.3959012923374,2.9489392410262236,32,5,14,0,0.2903224394232709,0,0.0,367.991351476146
Sololá,San Andrés Semetabaj,51,13306471.5,3398400.02,9908071.48,164.05972863532338,3.216857424222027,40,4,7,0,0.25539452889520714,0,0.0,373.7585066693474
Sololá,San Antonio Palopó,50,32007529.03,6419976.73,25587552.3,165.22583527277843,3.3045167054555686,30,6,14,0,0.2005770805982145,0,0.0,417.2194201996201
Sololá,San José Chacayá,66,16873763.39,4866814.04,12006949.35,124.4549870316105,1.8856816216910681,45,14,7,0,0.28842493091281873,0,0.0,397.874845403298
Sololá,San Juan la Laguna,90,24519650.65,8639595.2,15880055.45,204.59059015863565,2.2732287795403963,66,5,19,0,0.35235392719594066,0,0.0,614.8986190469938
Sololá,San Lucas Tolimán,61,20039362.55,7389245.9,12650116.65,123.05229967141692,2.017250814285523,49,7,5,0,0.3687365744076525,0,0.0,365.1066000758062
Sololá,San Marcos la Laguna,50,13650589.4,1309957.87,12340631.530000001,71.57809461568127,1.4315618923136253,47,3,0,0,0.09596346587056527,0,0.0,433.69829692441704
Sololá,San Pablo la Laguna,62,31067405.34,18310375.19,12757030.15,94.30808915470828,1.5210982121727143,27,7,3,25,0.5893757457248923,25,10097330.15,138.84549931330844
Sololá,San Pedro la Laguna,52,44616476.56,15522621.38,29093855.18,264.39755047359114,5.084568278338291,21,19,11,1,0.34791230901268644,1,1559981.45,257.27790487372664
Sololá,Santa Catarina Ixtahuacán,76,65683053.12,32224156.73,33458896.39,178.81134745953364,2.3527808876254426,37,12,15,12,0.490600774466557,12,11516284.2,322.7616523876965
Sololá,Santa Catarina Palopó,64,13302815.04,4903001.12,8399813.92,67.42090008802676,1.053451563875418,55,2,2,5,0.3685686905558901,5,7112465.4399999995,368.73322415525257
Sololá,Santa Clara la Laguna,39,24093074.66,4746253.03,19346821.63,341.96750486025473,8.768397560519352,29,8,2,0,0.19699656839066138,0,0.0,272.97997331618615
Sololá,Santa Cruz la Laguna,52,35257824.84,17943566.75,17314258.09,277.9441456094132,5.345079723257947,7,28,17,0,0.5089243829257165,0,0.0,160.4393756288145
Sololá,Santa Lucía Utatlán,139,17152106.25,3191383.45,13960722.8,225.35867430553307,1.6212854266585113,124,3,12,0,0.1860636474310553,0,0.0,1152.4514117958445
Sololá,Santa María Visitación,55,9247208.29,3277414.18,5969794.11,70.33761409579017,1.2788657108325485,40,8,7,0,0.35442201334906887,0,0.0,316.86185815476097
Sololá,Santiago Atitlán,66,37672602.47,17598049.08,20900532.59,232.27647067763598,3.5193404648126663,25,34,7,0,0.4671312286963433,0,0.0,200.7849443417061
Sololá,Sololá,64,213587358.65,132395583.6,81191775.05,197.8858661839611,3.091966659124392,23,21,18,2,0.6198661963742581,2,0.0,212.891294555137
Suchitepéquez,Chicacao,54,73790645.21,38307174.09,36037759.43,276.01367811310274,5.111364409501903,21,23,10,0,0.5191332042291003,0,0.0,188.17358255912194
Suchitepéquez,Cuyotenango,14,10863279.2,1203358.4,9659920.799999999,54.31293032196462,3.879495022997473,12,0,1,1,0.11077303435227918,1,98000.0,129.6564852949268
Suchitepéquez,Mazatenango,48,94369757.17,13967868.03,80401889.14,417.92854887966416,8.706844768326336,28,3,17,0,0.14801212219755888,0,0.0,491.2474862854565
Suchitepéquez,Multimunicipal - Suchitepéquez,2,3467259.0,357295.5,3109963.5,13.507082184687976,6.753541092343988,1,1,0,0,0.10304840221050691,0,0.0,21.611331495500764
Suchitepéquez,Patulul,36,64486471.45,33793218.38,30693253.07,227.89293860844407,6.330359405790113,9,16,11,0,0.5240357802210002,0,0.0,130.0933409619934
