snip,costo_total_n_distinct,costo_total_stable_flag,costo_total_first,costo_total_last,monto_programado_anual_n_distinct,monto_programado_anual_stable_flag,monto_programado_anual_first,monto_programado_anual_last,montro_asignado_anual_n_distinct,montro_asignado_anual_stable_flag,montro_asignado_anual_first,montro_asignado_anual_last,monto_vigente_anual_n_distinct,monto_vigente_anual_stable_flag,monto_vigente_anual_first,monto_vigente_anual_last
342310,1,0,418000.0,418000.0,1,0,334400.0,334400.0,1,0,0.0,0.0,2,1,0.0,334400.0
342311,1,0,750600.0,750600.0,1,0,600480.0,600480.0,1,0,0.0,0.0,2,1,0.0,600480.0
342314,1,0,781000.0,781000.0,1,0,624800.0,624800.0,1,0,0.0,0.0,2,1,0.0,624800.0
342315,1,0,500000.0,500000.0,1,0,0.0,0.0,1,0,500000.0,500000.0,1,0,500000.0,500000.0
342316,1,0,1000000.0,1000000.0,1,0,0.0,0.0,1,0,1000000.0,1000000.0,1,0,1000000.0,1000000.0
342317,1,0,200000.0,200000.0,1,0,0.0,0.0,1,0,200000.0,200000.0,1,0,200000.0,200000.0
342318,1,0,1000000.0,1000000.0,1,0,0.0,0.0,1,0,1000000.0,1000000.0,1,0,1000000.0,1000000.0
342319,1,0,200000.0,200000.0,1,0,0.0,0.0,1,0,200000.0,200000.0,1,0,200000.0,200000.0
342320,1,0,200000.0,200000.0,1,0,0.0,0.0,1,0,200000.0,200000.0,1,0,200000.0,200000.0
342321,1,0,400000.0,400000.0,1,0,0.0,0.0,1,0,400000.0,400000.0,1,0,400000.0,400000.0
342322,1,0,1000000.0,1000000.0,1,0,0.0,0.0,1,0,1000000.0,1000000.0,1,0,1000000.0,1000000.0
342323,1,0,450000.0,450000.0,1,0,0.0,0.0,1,0,450000.0,450000.0,1,0,450000.0,450000.0
342324,1,0,6000000.0,6000000.0,1,0,0.0,0.0,6,1,6000000.0,16268260.5,6,1,6000000.0,16268260.5
342325,1,0,350000.0,350000.0,1,0,0.0,0.0,1,0,350000.0,350000.0,1,0,350000.0,350000.0
342326,1,0,700000.0,700000.0,1,0,0.0,0.0,1,0,700000.0,700000.0,1,0,700000.0,700000.0
342327,1,0,2500000.0,2500000.0,1,0,0.0,0.0,1,0,2500000.0,2500000.0,1,0,2500000.0,2500000.0
342328,1,0,1000000.0,1000000.0,1,0,0.0,0.0,1,0,1000000.0,1000000.0,1,0,1000000.0,1000000.0
342329,1,0,200000.0,200000.0,1,0,0.0,0.0,2,1,200000.0,278489.0,2,1,200000.0,278489.0
342330,1,0,350000.0,350000.0,1,0,0.0,0.0,1,0,350000.0,350000.0,1,0,350000.0,350000.0
342331,1,0,1000000.0,1000000.0,1,0,0.0,0.0,1,0,1000000.0,1000000.0,1,0,1000000.0,1000000.0
342332,1,0,2500000.0,2500000.0,1,0,0.0,0.0,1,0,2500000.0,2500000.0,1,0,2500000.0,2500000.0
342333,1,0,2300000.0,2300000.0,1,0,0.0,0.0,1,0,2300000.0,2300000.0,1,0,2300000.0,2300000.0
342334,1,0,4000000.0,4000000.0,1,0,0.0,0.0,1,0,4000000.0,4000000.0,1,0,4000000.0,4000000.0
342335,1,0,500000.0,500000.0,1,0,0.0,0.0,6,1,500000.0,2174260.0,6,1,500000.0,2174260.0
342336,1,0,1739981.0,1739981.0,1,0,0.0,0.0,2,1,1739981.0,2339414.95,2,1,1739981.0,2339414.95
342337,1,0,400000.0,400000.0,1,0,0.0,0.0,2,1,400000.0,484240.0,2,1,400000.0,484240.0
342338,1,0,300000.0,300000.0,1,0,0.0,0.0,1,0,300000.0,300000.0,1,0,300000.0,300000.0
342339,1,0,300000.0,300000.0,1,0,0.0,0.0,1,0,300000.0,300000.0,1,0,300000.0,300000.0
342341,1,0,2707500.0,2707500.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342342,1,0,2051148.0,2051148.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342343,1,0,1015000.0,1015000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342344,1,0,1079822.5,1079822.5,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342345,1,0,1355100.0,1355100.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342346,1,0,950100.0,950100.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342347,1,0,1136557.5,1136557.5,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342348,1,0,4421147.03,4421147.03,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342349,1,0,400000.0,400000.0,1,0,0.0,0.0,1,0,400000.0,400000.0,1,0,400000.0,400000.0
342352,1,0,495000.0,495000.0,1,0,0.0,0.0,1,0,495000.0,495000.0,1,0,495000.0,495000.0
342353,1,0,1935000.0,1935000.0,1,0,0.0,0.0,6,1,0.0,2142183.07,6,1,0.0,2142183.07
342354,1,0,90000.0,90000.0,1,0,0.0,0.0,5,1,0.0,295000.0,5,1,0.0,295000.0
342355,1,0,1090000.0,1090000.0,1,0,0.0,0.0,7,1,0.0,744047.5,7,1,0.0,744047.5
342356,1,0,94200.0,94200.0,1,0,0.0,0.0,5,1,0.0,86200.0,5,1,0.0,86200.0
342357,1,0,90000.0,90000.0,1,0,0.0,0.0,3,1,0.0,145000.0,3,1,0.0,145000.0
342358,1,0,94800.0,94800.0,1,0,0.0,0.0,4,1,0.0,106800.0,4,1,0.0,106800.0
342359,1,0,500000.0,500000.0,1,0,0.0,0.0,7,1,0.0,913100.0,7,1,0.0,913100.0
342360,1,0,175000.0,175000.0,1,0,0.0,0.0,6,1,0.0,480303.0,6,1,0.0,480303.0
342361,1,0,90000.0,90000.0,1,0,0.0,0.0,3,1,0.0,65000.0,3,1,0.0,65000.0
342362,1,0,600000.0,600000.0,1,0,0.0,0.0,8,1,0.0,746000.0,8,1,0.0,746000.0
342363,1,0,2500000.0,2500000.0,1,0,2500000.0,2500000.0,1,0,0.0,0.0,2,1,0.0,2500000.0
342366,1,0,898340.0,898340.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342367,1,0,500000.0,500000.0,1,0,0.0,0.0,6,1,0.0,471832.48,6,1,0.0,471832.48
342369,1,0,150000.0,150000.0,1,0,0.0,0.0,3,1,0.0,151600.0,3,1,0.0,151600.0
342370,1,0,1500000.0,1500000.0,1,0,0.0,0.0,7,1,0.0,1119000.0,7,1,0.0,1119000.0
342371,1,0,1000000.0,1000000.0,1,0,0.0,0.0,6,1,0.0,1203448.85,6,1,0.0,1203448.85
342372,1,0,500000.0,500000.0,1,0,0.0,0.0,4,1,0.0,194860.0,4,1,0.0,194860.0
342373,1,0,25000.0,25000.0,1,0,0.0,0.0,2,1,0.0,16000.0,2,1,0.0,16000.0
342374,1,0,1005000.0,1005000.0,1,0,1000000.0,1000000.0,1,0,0.0,0.0,2,1,0.0,1000000.0
342375,1,0,1005000.0,1005000.0,1,0,1000000.0,1000000.0,1,0,0.0,0.0,2,1,0.0,1000000.0
342376,1,0,2501500.0,2501500.0,1,0,2500000.0,2500000.0,1,0,0.0,0.0,2,1,0.0,2500000.0
342377,1,0,900000.0,900000.0,1,0,900000.0,900000.0,1,0,0.0,0.0,2,1,0.0,900000.0
342379,2,1,2000000.0,2000000.0,2,1,2000000.0,2000000.0,1,0,0.0,0.0,2,1,0.0,2000000.0
342380,1,0,900000.0,900000.0,1,0,900000.0,900000.0,1,0,0.0,0.0,2,1,0.0,900000.0
342381,1,0,900000.0,900000.0,1,0,900000.0,900000.0,1,0,0.0,0.0,2,1,0.0,900000.0
342382,1,0,1000000.0,1000000.0,2,1,1900000.0,1000000.0,1,0,0.0,0.0,2,1,0.0,1000000.0
342384,1,0,700000.0,700000.0,1,0,700000.0,700000.0,1,0,0.0,0.0,2,1,0.0,700000.0
342385,1,0,900000.0,900000.0,1,0,900000.0,900000.0,1,0,0.0,0.0,2,1,0.0,900000.0
342386,1,0,700000.0,700000.0,1,0,700000.0,700000.0,1,0,0.0,0.0,2,1,0.0,700000.0
342387,1,0,1203469.0,1203469.0,2,1,1203469.0,1206469.0,1,0,0.0,0.0,2,1,0.0,1206469.0
342388,1,0,591000.0,591000.0,1,0,0.0,0.0,2,1,0.0,873580.0,2,1,0.0,873580.0
342390,1,0,5501500.0,5501500.0,1,0,5500000.0,5500000.0,1,0,0.0,0.0,2,1,0.0,5500000.0
342391,1,0,820900.0,820900.0,1,0,0.0,0.0,2,1,0.0,1152750.0,2,1,0.0,1152750.0
342393,1,0,1018134.54,1018134.54,1,0,0.0,0.0,2,1,0.0,1338134.54,2,1,0.0,1338134.54
342394,1,0,1854380.25,1854380.25,1,0,0.0,0.0,2,1,0.0,1944380.25,2,1,0.0,1944380.25
342395,1,0,354000.0,354000.0,1,0,0.0,0.0,2,1,0.0,364000.0,2,1,0.0,364000.0
342396,1,0,757962.24,757962.24,1,0,0.0,0.0,2,1,0.0,1287426.16,2,1,0.0,1287426.16
342397,1,0,90000.0,90000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342398,1,0,541000.0,541000.0,1,0,0.0,0.0,2,1,0.0,747249.32,2,1,0.0,747249.32
342399,1,0,1976400.0,1976400.0,1,0,0.0,0.0,2,1,0.0,2764400.0,2,1,0.0,2764400.0
342401,1,0,233914.0,233914.0,1,0,0.0,0.0,2,1,0.0,238914.0,2,1,0.0,238914.0
342402,1,0,1613000.0,1613000.0,1,0,1611000.0,1611000.0,1,0,0.0,0.0,2,1,0.0,1611000.0
342403,1,0,1242921.9,1242921.9,1,0,0.0,0.0,2,1,0.0,1557045.45,2,1,0.0,1557045.45
342404,1,0,450000.0,450000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342405,1,0,420000.0,420000.0,1,0,0.0,0.0,2,1,0.0,420000.0,2,1,0.0,420000.0
342406,1,0,420000.0,420000.0,1,0,0.0,0.0,2,1,0.0,420000.0,2,1,0.0,420000.0
342407,1,0,132400.0,132400.0,1,0,0.0,0.0,2,1,0.0,132400.0,2,1,0.0,132400.0
342408,1,0,6479635.34,6479635.34,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342410,1,0,1333000.0,1333000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342412,1,0,206988.32,206988.32,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342414,1,0,511000.0,511000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342415,1,0,156501.5,156501.5,1,0,0.0,0.0,2,1,0.0,336951.5,2,1,0.0,336951.5
342418,1,0,220000.0,220000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342419,1,0,150000.0,150000.0,1,0,0.0,0.0,2,1,0.0,950000.0,2,1,0.0,950000.0
342421,1,0,684505.84,684505.84,1,0,0.0,0.0,2,1,0.0,941402.0,2,1,0.0,941402.0
342422,1,0,313600.0,313600.0,1,0,0.0,0.0,2,1,0.0,349600.0,2,1,0.0,349600.0
342424,1,0,315300.0,315300.0,1,0,0.0,0.0,2,1,0.0,749100.0,2,1,0.0,749100.0
342425,1,0,1694666.63,1694666.63,1,0,0.0,0.0,2,1,0.0,1731866.63,2,1,0.0,1731866.63
342426,1,0,1774656.81,1774656.81,1,0,0.0,0.0,2,1,0.0,2244350.01,2,1,0.0,2244350.01
342428,1,0,364646.12,364646.12,1,0,0.0,0.0,2,1,0.0,374346.12,2,1,0.0,374346.12
342431,1,0,6000000.0,6000000.0,1,0,6000000.0,6000000.0,1,0,0.0,0.0,2,1,0.0,6000000.0
342432,1,0,716785.7,716785.7,1,0,0.0,0.0,2,1,0.0,849356.22,2,1,0.0,849356.22
342433,1,0,509800.0,509800.0,1,0,0.0,0.0,2,1,0.0,597000.0,2,1,0.0,597000.0
342434,1,0,8293224.3,8293224.3,1,0,0.0,0.0,2,1,0.0,10772570.09,2,1,0.0,10772570.09
342436,1,0,444392.1,444392.1,1,0,0.0,0.0,2,1,0.0,444392.1,2,1,0.0,444392.1
342438,1,0,890660.7,890660.7,1,0,0.0,0.0,2,1,0.0,937182.84,2,1,0.0,937182.84
342439,1,0,1695822.5,1695822.5,1,0,0.0,0.0,2,1,0.0,1870923.1,2,1,0.0,1870923.1
342440,1,0,374480.0,374480.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342441,1,0,397400.0,397400.0,1,0,0.0,0.0,2,1,0.0,599950.6,2,1,0.0,599950.6
342442,1,0,475000.0,475000.0,1,0,0.0,0.0,2,1,0.0,475000.0,2,1,0.0,475000.0
342443,1,0,150000.0,150000.0,1,0,0.0,0.0,2,1,0.0,150000.0,2,1,0.0,150000.0
342444,1,0,138872.45,138872.45,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342445,1,0,6000000.0,6000000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342448,2,1,875000.0,1500000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342449,1,0,400000.0,400000.0,1,0,0.0,0.0,2,1,0.0,400000.0,2,1,0.0,400000.0
342450,1,0,120000.0,120000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342452,1,0,160000.0,160000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342453,1,0,15000.0,15000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342454,1,0,2516814.68,2516814.68,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342455,1,0,2130646.2,2130646.2,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342456,1,0,100000.0,100000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342457,1,0,135000.0,135000.0,1,0,0.0,0.0,2,1,0.0,135000.0,2,1,0.0,135000.0
342458,1,0,90000.0,90000.0,1,0,0.0,0.0,2,1,0.0,90000.0,2,1,0.0,90000.0
342459,1,0,42000.0,42000.0,1,0,0.0,0.0,2,1,0.0,42000.0,2,1,0.0,42000.0
342460,1,0,40000.0,40000.0,1,0,0.0,0.0,2,1,0.0,40000.0,2,1,0.0,40000.0
342461,1,0,60000.0,60000.0,1,0,0.0,0.0,2,1,0.0,60000.0,2,1,0.0,60000.0
342462,1,0,485207.0,485207.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342464,1,0,250000.0,250000.0,1,0,0.0,0.0,2,1,0.0,188150.0,2,1,0.0,188150.0
342465,1,0,7779740.0,7779740.0,1,0,7777740.0,7777740.0,1,0,0.0,0.0,2,1,0.0,7777740.0
342469,1,0,1500000.0,1500000.0,1,0,1500000.0,1500000.0,1,0,0.0,0.0,1,0,0.0,0.0
342470,1,0,595000.0,595000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342472,1,0,1080000.0,1080000.0,1,0,0.0,0.0,4,1,0.0,1230000.0,4,1,0.0,1230000.0
342473,1,0,750000.0,750000.0,1,0,0.0,0.0,2,1,0.0,702000.0,2,1,0.0,702000.0
342474,1,0,7299430.53,7299430.53,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342475,1,0,1221000.0,1221000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342476,1,0,1332926.89,1332926.89,1,0,0.0,0.0,3,1,0.0,1402595.88,3,1,0.0,1402595.88
342477,1,0,85000.0,85000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342478,1,0,2850000.0,2850000.0,1,0,0.0,0.0,3,1,0.0,3027028.41,3,1,0.0,3027028.41
342479,1,0,72000.0,72000.0,1,0,0.0,0.0,2,1,0.0,72000.0,2,1,0.0,72000.0
342480,1,0,295000.0,295000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342481,1,0,21000000.0,21000000.0,1,0,0.0,0.0,2,1,0.0,21000000.0,2,1,0.0,21000000.0
342482,1,0,3188000.0,3188000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342484,1,0,3753703.01,3753703.01,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342486,1,0,1524506.24,1524506.24,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342487,1,0,680000.0,680000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342488,1,0,650000.0,650000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342500,1,0,7990000.0,7990000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342504,1,0,13053400.0,13053400.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342520,1,0,120000.0,120000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342521,1,0,90000.0,90000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342522,1,0,90000.0,90000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342523,1,0,5000.0,5000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342524,1,0,90000.0,90000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342525,1,0,50000.0,50000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342526,1,0,60000.0,60000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342529,1,0,90000.0,90000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342530,2,1,23000000.0,27771000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342532,1,0,897293.76,897293.76,1,0,0.0,0.0,3,1,0.0,973946.88,3,1,0.0,973946.88
342533,1,0,153600.0,153600.0,1,0,0.0,0.0,3,1,0.0,558100.0,3,1,0.0,558100.0
342534,1,0,3814250.0,3814250.0,1,0,0.0,0.0,4,1,0.0,4034250.0,4,1,0.0,4034250.0
342535,1,0,775711.0,775711.0,1,0,620568.8,620568.8,1,0,0.0,0.0,2,1,0.0,620568.8
342536,1,0,150000.0,150000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342537,1,0,300550.0,300550.0,1,0,0.0,0.0,2,1,0.0,300450.0,2,1,0.0,300450.0
342541,1,0,1301000.0,1301000.0,1,0,0.0,0.0,3,1,0.0,1401000.0,3,1,0.0,1401000.0
342543,1,0,875752.0,875752.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342544,1,0,5000000.0,5000000.0,1,0,5000000.0,5000000.0,1,0,0.0,0.0,1,0,0.0,0.0
342545,1,0,200000.0,200000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342547,1,0,90000.0,90000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342549,1,0,505000.0,505000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342552,1,0,200000.0,200000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342556,1,0,240090.0,240090.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342557,1,0,50000.0,50000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342561,1,0,281000.0,281000.0,1,0,0.0,0.0,2,1,0.0,281000.0,2,1,0.0,281000.0
342562,1,0,516779.25,516779.25,1,0,0.0,0.0,2,1,516779.25,516698.78,2,1,516779.25,516698.78
342563,1,0,567500.0,567500.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342564,1,0,70000.0,70000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342566,1,0,1044000.0,1044000.0,1,0,0.0,0.0,3,1,0.0,719000.0,3,1,0.0,719000.0
342567,1,0,1199086.0,1199086.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342568,1,0,928382.0,928382.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342569,1,0,80000.0,80000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342570,1,0,872000.0,872000.0,1,0,0.0,0.0,2,1,0.0,952000.0,2,1,0.0,952000.0
342571,1,0,1077000.0,1077000.0,1,0,0.0,0.0,2,1,0.0,1077000.0,2,1,0.0,1077000.0
342572,1,0,90000.0,90000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342573,1,0,4471049.0,4471049.0,1,0,0.0,0.0,2,1,0.0,4471049.0,2,1,0.0,4471049.0
342574,1,0,1663668.0,1663668.0,1,0,0.0,0.0,2,1,0.0,1808594.0,2,1,0.0,1808594.0
342576,1,0,6204219.0,6204219.0,1,0,0.0,0.0,2,1,0.0,6294119.0,2,1,0.0,6294119.0
342577,1,0,1364379.0,1364379.0,1,0,0.0,0.0,2,1,0.0,1364379.0,2,1,0.0,1364379.0
342579,1,0,220000.0,220000.0,1,0,0.0,0.0,2,1,0.0,200000.0,2,1,0.0,200000.0
342580,1,0,2139241.0,2139241.0,1,0,0.0,0.0,2,1,0.0,2139241.0,2,1,0.0,2139241.0
342582,1,0,6028832.0,6028832.0,1,0,0.0,0.0,2,1,0.0,6028832.0,2,1,0.0,6028832.0
342583,1,0,2843237.02,2843237.02,1,0,0.0,0.0,2,1,0.0,2843237.02,2,1,0.0,2843237.02
342584,1,0,594308.0,594308.0,1,0,0.0,0.0,2,1,0.0,594308.0,2,1,0.0,594308.0
342586,1,0,100000.0,100000.0,1,0,0.0,0.0,2,1,0.0,100000.0,2,1,0.0,100000.0
342588,1,0,491070.0,491070.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342589,1,0,8081724.0,8081724.0,1,0,0.0,0.0,2,1,0.0,8081724.0,2,1,0.0,8081724.0
342590,1,0,992000.0,992000.0,1,0,0.0,0.0,3,1,0.0,1493430.0,3,1,0.0,1493430.0
342591,1,0,900000.0,900000.0,1,0,0.0,0.0,2,1,900000.0,899496.0,2,1,900000.0,899496.0
342593,1,0,706000.0,706000.0,1,0,0.0,0.0,2,1,0.0,706000.0,2,1,0.0,706000.0
342594,1,0,130000.0,130000.0,1,0,0.0,0.0,2,1,0.0,130000.0,2,1,0.0,130000.0
342595,1,0,500000.0,500000.0,1,0,0.0,0.0,2,1,0.0,374356.12,2,1,0.0,374356.12
342596,1,0,3180000.0,3180000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342597,1,0,500000.0,500000.0,1,0,0.0,0.0,2,1,0.0,500000.0,2,1,0.0,500000.0
342599,2,1,6177653.7,5254105.0,1,0,0.0,0.0,3,1,0.0,5251506.0,3,1,0.0,5251506.0
342600,1,0,800000.0,800000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342602,1,0,636500.0,636500.0,1,0,0.0,0.0,4,1,0.0,2750000.0,4,1,0.0,2750000.0
342603,1,0,231990.0,231990.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342604,1,0,1049400.0,1049400.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342605,1,0,444750.0,444750.0,1,0,0.0,0.0,3,1,0.0,508450.0,3,1,0.0,508450.0
342607,1,0,1152000.0,1152000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342608,1,0,3825000.0,3825000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342609,1,0,2985500.0,2985500.0,1,0,0.0,0.0,3,1,0.0,2483670.0,3,1,0.0,2483670.0
342610,1,0,900000.0,900000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342611,2,1,12500000.0,16600000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342614,1,0,900000.0,900000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342615,1,0,129780.0,129780.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342616,1,0,3295000.0,3295000.0,1,0,0.0,0.0,3,1,0.0,4712500.0,3,1,0.0,4712500.0
342617,1,0,900000.0,900000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342618,1,0,2000000.0,2000000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342620,1,0,4525260.0,4525260.0,1,0,0.0,0.0,2,1,0.0,4455084.4,2,1,0.0,4455084.4
342621,1,0,673000.0,673000.0,1,0,0.0,0.0,3,1,0.0,451600.0,3,1,0.0,451600.0
342624,1,0,90000.0,90000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342626,1,0,159780.0,159780.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342628,1,0,174610.0,174610.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342630,1,0,704205.0,704205.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342634,1,0,125000000.0,125000000.0,1,0,125000000.0,125000000.0,1,0,0.0,0.0,1,0,0.0,0.0
342636,1,0,1304869.7,1304869.7,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342640,1,0,899000.0,899000.0,0,0,,,0,0,,,0,0,,
342641,1,0,172160.0,172160.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342642,1,0,900000.0,900000.0,1,0,0.0,0.0,1,0,673241.48,673241.48,1,0,673241.48,673241.48
342643,1,0,800000.0,800000.0,1,0,0.0,0.0,1,0,800000.0,800000.0,1,0,800000.0,800000.0
342644,1,0,1319329.27,1319329.27,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342650,1,0,283000.0,283000.0,1,0,0.0,0.0,2,1,0.0,283000.0,2,1,0.0,283000.0
342652,1,0,100000.0,100000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342653,1,0,60000.0,60000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342654,1,0,250000.0,250000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
342656,1,0,1333205.42,1333205.42,1,0,0.0,0.0,9,1,0.0,1769078.8,9,1,0.0,1769078.8
342657,1,0,604585.88,604585.88,1,0,0.0,0.0,9,1,0.0,471485.88,9,1,0.0,471485.88
342658,1,0,869506.28,869506.28,1,0,0.0,0.0,6,1,0.0,977836.28,6,1,0.0,977836.28
342659,1,0,541440.0,541440.0,1,0,0.0,0.0,8,1,0.0,701740.0,8,1,0.0,701740.0
342660,1,0,6100110.56,6100110.56,1,0,0.0,0.0,10,1,0.0,4037149.77,10,1,0.0,4037149.77
342661,1,0,1192397.29,1192397.29,1,0,0.0,0.0,8,1,0.0,1519597.29,8,1,0.0,1519597.29
342662,1,0,493320.0,493320.0,1,0,0.0,0.0,6,1,0.0,1065170.0,6,1,0.0,1065170.0
342663,1,0,695420.0,695420.0,1,0,0.0,0.0,7,1,0.0,680035.11,7,1,0.0,680035.11
342664,1,0,577330.91,577330.91,1,0,0.0,0.0,10,1,0.0,1485010.91,10,1,0.0,1485010.91
342665,1,0,644724.33,644724.33,1,0,0.0,0.0,9,1,0.0,741674.33,9,1,0.0,741674.33
342666,1,0,667500.0,667500.0,1,0,0.0,0.0,3,1,0.0,812100.0,3,1,0.0,812100.0
342667,1,0,149365.72,149365.72,1,0,0.0,0.0,8,1,0.0,219865.72,8,1,0.0,219865.72
342668,1,0,492411.11,492411.11,1,0,0.0,0.0,3,1,0.0,590372.0,3,1,0.0,590372.0
