snip,costo_total_n_distinct,costo_total_stable_flag,costo_total_first,costo_total_last,monto_programado_anual_n_distinct,monto_programado_anual_stable_flag,monto_programado_anual_first,monto_programado_anual_last,montro_asignado_anual_n_distinct,montro_asignado_anual_stable_flag,montro_asignado_anual_first,montro_asignado_anual_last,monto_vigente_anual_n_distinct,monto_vigente_anual_stable_flag,monto_vigente_anual_first,monto_vigente_anual_last
2431,1,0,1168755605.0,1168755605.0,1,0,22031667.49,22031667.49,1,0,0.0,0.0,2,1,0.0,20400000.0
13212,1,0,179200.0,179200.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
15149,1,0,333079717.3,333079717.3,1,0,85000000.0,85000000.0,1,0,0.0,0.0,1,0,0.0,0.0
18435,1,0,84711973.36,84711973.36,1,0,85700000.0,85700000.0,1,0,85700000.0,85700000.0,3,1,10700000.0,911493.0
24234,1,0,940887405.0,940887405.0,1,0,140000000.0,140000000.0,1,0,0.0,0.0,1,0,0.0,0.0
29095,1,0,300000.0,300000.0,1,0,900000.0,900000.0,1,0,900000.0,900000.0,2,1,900000.0,1000000.0
32857,1,0,70674.0,70674.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
33876,1,0,1568954.0,1568954.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
34968,1,0,295690931.0,295690931.0,2,1,9000000.0,7353180.87,1,0,0.0,0.0,1,0,0.0,0.0
37470,1,0,266245733.3,266245733.3,1,0,32500000.0,32500000.0,1,0,0.0,0.0,3,1,0.0,18000000.0
38220,1,0,490499.0,490499.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
43525,1,0,70676.0,70676.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
51536,1,0,2717304.84,2717304.84,1,0,523443.62,523443.62,1,0,0.0,0.0,1,0,0.0,0.0
51617,1,0,6494743.85,6494743.85,1,0,4841128.27,4841128.27,1,0,0.0,0.0,1,0,0.0,0.0
59458,1,0,51505106.52,51505106.52,1,0,50000000.0,50000000.0,1,0,0.0,0.0,2,1,0.0,5000000.0
60132,1,0,969010141.5,969010141.5,1,0,78000000.0,78000000.0,1,0,19886675.0,19886675.0,2,1,19886675.0,54886675.0
66159,1,0,2013154111.0,2013154111.0,1,0,66926791.14,66926791.14,1,0,0.0,0.0,4,1,32950420.0,188313573.0
66292,1,0,2700000.0,2700000.0,1,0,1005484.96,1005484.96,1,0,1377454.0,1377454.0,2,1,1377454.0,1425902.0
66321,1,0,5825217.27,5825217.27,1,0,1714057.0,1714057.0,1,0,0.0,0.0,1,0,1714057.0,1714057.0
68052,1,0,1501500.0,1501500.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
68674,1,0,196589.58,196589.58,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
72219,1,0,175618866.8,175618866.8,1,0,85000000.0,85000000.0,1,0,80296700.0,80296700.0,2,1,80296700.0,13237566.0
72220,1,0,211410006.0,211410006.0,1,0,80000000.0,80000000.0,1,0,79296700.0,79296700.0,2,1,79296700.0,7258096.0
74255,1,0,2864846.28,2864846.28,1,0,1500000.0,1500000.0,1,0,1000000.0,1000000.0,2,1,1000000.0,0.0
78359,1,0,2744622.43,2744622.43,1,0,1088386.0,1088386.0,1,0,0.0,0.0,1,0,1088386.0,1088386.0
79230,1,0,3380730.0,3380730.0,1,0,2400000.0,2400000.0,1,0,2650000.0,2650000.0,1,0,2650000.0,2650000.0
80928,1,0,138998482.4,138998482.4,1,0,8023399.25,8023399.25,1,0,0.0,0.0,1,0,0.0,0.0
91415,1,0,3029053.37,3029053.37,2,1,1570565.0,1574279.0,1,0,0.0,0.0,2,1,0.0,1574279.0
91868,1,0,2000000.0,2000000.0,1,0,628735.0,628735.0,1,0,1739277.0,1739277.0,2,1,1739277.0,1801428.0
99492,1,0,6000000.0,6000000.0,1,0,2006824.08,2006824.08,1,0,0.0,0.0,1,0,0.0,0.0
99919,1,0,2775711.0,2775711.0,2,1,1764306.0,1768269.0,1,0,0.0,0.0,2,1,0.0,1768269.0
100477,1,0,1600000.0,1600000.0,1,0,2000000.0,2000000.0,1,0,2400000.0,2400000.0,1,0,2400000.0,2400000.0
113529,1,0,216066390.0,216066390.0,1,0,53412844.0,53412844.0,1,0,53412997.0,53412997.0,2,1,53412997.0,42412997.0
115270,1,0,90000000.0,90000000.0,1,0,35000000.0,35000000.0,1,0,35000000.0,35000000.0,1,0,35000000.0,35000000.0
116527,1,0,136697671.4,136697671.4,1,0,80000000.0,80000000.0,1,0,79296700.0,79296700.0,2,1,79296700.0,32011522.0
116530,1,0,58500000.0,58500000.0,1,0,14220302.0,14220302.0,1,0,0.0,0.0,1,0,0.0,0.0
116535,1,0,221540000.0,221540000.0,1,0,65000000.0,65000000.0,1,0,64000000.0,64000000.0,1,0,64000000.0,64000000.0
116577,1,0,98660000.0,98660000.0,1,0,26000000.0,26000000.0,1,0,25660000.0,25660000.0,2,1,3260000.0,1260000.0
116666,1,0,84221326.0,84221326.0,1,0,40000000.0,40000000.0,1,0,40000000.0,40000000.0,2,1,40000000.0,27950000.0
117588,1,0,8000000.0,8000000.0,1,0,13120063.88,13120063.88,1,0,3000000.0,3000000.0,2,1,3000000.0,0.0
117626,1,0,6000000.0,6000000.0,1,0,6049904.01,6049904.01,1,0,1000000.0,1000000.0,2,1,1000000.0,0.0
120818,1,0,4275364.51,4275364.51,1,0,2453926.58,2453926.58,1,0,0.0,0.0,1,0,0.0,0.0
121800,1,0,1250000.0,1250000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
123647,1,0,17276905.22,17276905.22,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
129222,1,0,7602125.0,7602125.0,2,1,669755.0,4361938.08,1,0,6510356.0,6510356.0,1,0,6510356.0,6510356.0
129914,1,0,81966338.0,81966338.0,1,0,6584464.0,6584464.0,1,0,4495147.0,4495147.0,2,1,4495147.0,11368166.0
131294,1,0,5716336.86,5716336.86,1,0,5716336.86,5716336.86,1,0,0.0,0.0,1,0,0.0,0.0
131333,1,0,54358707.0,54358707.0,1,0,42801550.19,42801550.19,1,0,21577984.0,21577984.0,2,1,21577984.0,22231507.0
131648,1,0,9902262.24,9902262.24,1,0,2000000.0,2000000.0,1,0,0.0,0.0,1,0,0.0,0.0
132258,1,0,176775969.4,176775969.4,1,0,80000000.0,80000000.0,1,0,79296700.0,79296700.0,2,1,79296700.0,43185023.0
136626,1,0,2093652600.0,2093652600.0,1,0,28652382.43,28652382.43,1,0,0.0,0.0,2,1,34933292.0,27589288.0
137817,1,0,5656924.49,5656924.49,1,0,5447304.89,5447304.89,1,0,0.0,0.0,1,0,0.0,0.0
138102,1,0,3303539.8,3303539.8,1,0,243636.0,243636.0,1,0,85636.0,85636.0,4,1,85636.0,95050.0
139445,1,0,795000.0,795000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
142767,1,0,127500000.0,127500000.0,1,0,3500000.0,3500000.0,1,0,0.0,0.0,1,0,0.0,0.0
145156,1,0,780458.0,780458.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
145978,1,0,3521035.24,3521035.24,1,0,560000.0,560000.0,1,0,0.0,0.0,1,0,560000.0,560000.0
150189,1,0,5924524.29,5924524.29,1,0,2379705.86,2379705.86,1,0,0.0,0.0,1,0,0.0,0.0
150581,1,0,651000.0,651000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
150710,1,0,2160000.0,2160000.0,1,0,760709.53,760709.53,1,0,0.0,0.0,2,1,0.0,298401.0
150923,1,0,42995621.95,42995621.95,1,0,9826646.32,9826646.32,1,0,0.0,0.0,1,0,0.0,0.0
151388,1,0,6072427.27,6072427.27,1,0,3345267.13,3345267.13,1,0,0.0,0.0,2,1,0.0,3300000.0
151465,1,0,4000000.0,4000000.0,1,0,1598714.84,1598714.84,1,0,0.0,0.0,1,0,0.0,0.0
151646,1,0,6000000.0,6000000.0,1,0,2645825.59,2645825.59,1,0,0.0,0.0,2,1,0.0,2300000.0
154956,1,0,145218722.9,145218722.9,1,0,54653677.98,54653677.98,1,0,27683095.0,27683095.0,2,1,27683095.0,0.0
154958,1,0,125014619.0,125014619.0,1,0,54653677.98,54653677.98,1,0,27683095.0,27683095.0,2,1,27683095.0,0.0
155808,1,0,31425945.83,31425945.83,1,0,15430000.0,15430000.0,1,0,0.0,0.0,1,0,0.0,0.0
157018,1,0,693273.06,693273.06,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
157025,1,0,2401000.0,2401000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
162394,1,0,125000.0,125000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
162396,1,0,301500.0,301500.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
162399,1,0,118830.0,118830.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
162423,1,0,674300.0,674300.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
166400,1,0,500000.0,500000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
167405,1,0,234694850.9,234694850.9,1,0,50000000.0,50000000.0,1,0,0.0,0.0,1,0,0.0,0.0
167548,1,0,3576357.0,3576357.0,1,0,4500000.0,4500000.0,1,0,0.0,0.0,1,0,0.0,0.0
167997,1,0,500000.0,500000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
167998,1,0,1210781.89,1210781.89,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
169371,1,0,675300.0,675300.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
171307,1,0,2500000.0,2500000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
172611,1,0,1500000.0,1500000.0,1,0,1308172.52,1308172.52,1,0,500000.0,500000.0,2,1,500000.0,0.0
181121,1,0,2598197.9,2598197.9,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
181142,1,0,199000.0,199000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
185827,1,0,1984815.52,1984815.52,1,0,72000.0,72000.0,1,0,0.0,0.0,2,1,0.0,132000.0
185883,1,0,2337020.43,2337020.43,1,0,182147.01,182147.01,1,0,182133.0,182133.0,4,1,182133.0,271931.0
185974,1,0,4110247.36,4110247.36,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
185989,1,0,3892048.58,3892048.58,1,0,1813030.09,1813030.09,1,0,1087584.0,1087584.0,5,1,1087584.0,994834.0
186007,1,0,2010424.82,2010424.82,1,0,441136.99,441136.99,1,0,113636.0,113636.0,3,1,113636.0,231250.0
187240,1,0,6049703.55,6049703.55,1,0,106607.16,106607.16,1,0,0.0,0.0,2,1,0.0,106607.16
187243,1,0,1462186.56,1462186.56,1,0,253212.2,253212.2,1,0,0.0,0.0,2,1,0.0,253212.2
187250,1,0,2345000.0,2345000.0,1,0,209546.48,209546.48,1,0,0.0,0.0,2,1,0.0,209546.48
187351,1,0,459235313.0,459235313.0,1,0,164677703.0,164677703.0,1,0,212537000.0,212537000.0,3,1,212537000.0,50000.0
187352,1,0,1000000.0,1000000.0,1,0,2160000.0,2160000.0,1,0,2160000.0,2160000.0,1,0,2160000.0,2160000.0
188867,1,0,1176000.0,1176000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
189024,1,0,15500000.0,15500000.0,1,0,8000000.0,8000000.0,1,0,8000000.0,8000000.0,1,0,8000000.0,8000000.0
189183,1,0,217333.8,217333.8,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
189481,1,0,81600000.0,81600000.0,1,0,9000000.0,9000000.0,1,0,8500000.0,8500000.0,4,1,8500000.0,58776124.0
189499,1,0,124660000.0,124660000.0,1,0,7000000.0,7000000.0,1,0,7000000.0,7000000.0,2,1,7000000.0,7000000.0
190098,1,0,66974445.71,66974445.71,1,0,15000000.0,15000000.0,1,0,0.0,0.0,2,1,0.0,1445005.0
190108,1,0,97500000.0,97500000.0,1,0,4000000.0,4000000.0,1,0,4000000.0,4000000.0,2,1,4000000.0,400000.0
190116,1,0,32385672.0,32385672.0,1,0,8000000.0,8000000.0,1,0,0.0,0.0,1,0,0.0,0.0
190120,1,0,142240000.0,142240000.0,1,0,32500000.0,32500000.0,1,0,32500000.0,32500000.0,3,1,7500000.0,0.0
190124,1,0,377000000.0,377000000.0,1,0,56400000.0,56400000.0,1,0,57380000.0,57380000.0,4,1,22380000.0,45046810.0
191415,1,0,116250000.0,116250000.0,1,0,86000000.0,86000000.0,1,0,86000000.0,86000000.0,1,0,86000000.0,86000000.0
192124,1,0,832000.0,832000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
193050,1,0,14999200.0,14999200.0,1,0,0.0,0.0,1,0,14998000.0,14998000.0,1,0,14998000.0,14998000.0
195133,1,0,23344000.0,23344000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
195416,1,0,1239070.0,1239070.0,1,0,0.0,0.0,2,1,0.0,1215879.71,2,1,0.0,1215879.71
195417,1,0,1050000.0,1050000.0,1,0,0.0,0.0,2,1,0.0,2686751.87,2,1,0.0,2686751.87
195423,1,0,949100.0,949100.0,1,0,0.0,0.0,2,1,0.0,925000.0,2,1,0.0,925000.0
195425,1,0,1202000.0,1202000.0,1,0,0.0,0.0,2,1,0.0,1610378.0,2,1,0.0,1610378.0
195429,1,0,478200.0,478200.0,1,0,0.0,0.0,2,1,0.0,875000.0,2,1,0.0,875000.0
195434,1,0,3192826.0,3192826.0,1,0,0.0,0.0,2,1,0.0,2832984.33,2,1,0.0,2832984.33
195437,1,0,626300.0,626300.0,1,0,0.0,0.0,2,1,0.0,907892.99,2,1,0.0,907892.99
195440,1,0,706000.0,706000.0,1,0,0.0,0.0,2,1,0.0,440000.0,2,1,0.0,440000.0
195441,1,0,1265000.0,1265000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
195448,1,0,5147760.0,5147760.0,1,0,0.0,0.0,2,1,0.0,2056626.59,2,1,0.0,2056626.59
195452,1,0,2339094.0,2339094.0,1,0,0.0,0.0,2,1,0.0,2498486.28,2,1,0.0,2498486.28
195453,1,0,350000.0,350000.0,1,0,0.0,0.0,2,1,0.0,1792938.1,2,1,0.0,1792938.1
195555,1,0,1760000.0,1760000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
195591,1,0,1296000.0,1296000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
196187,1,0,546320.0,546320.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
196696,1,0,850000.0,850000.0,1,0,0.0,0.0,2,1,0.0,1088680.62,2,1,0.0,1088680.62
199593,1,0,2291365.0,2291365.0,1,0,0.0,0.0,2,1,0.0,2169042.18,2,1,0.0,2169042.18
200324,1,0,3455512.6,3455512.6,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
201303,1,0,350000.0,350000.0,1,0,0.0,0.0,2,1,0.0,1562843.55,2,1,0.0,1562843.55
202889,1,0,1449445.17,1449445.17,1,0,0.0,0.0,1,0,1.0,1.0,1,0,1.0,1.0
203100,1,0,7917119.48,7917119.48,3,1,5467606.46,6281921.34,1,0,7917112.0,7917112.0,4,1,7917112.0,4300000.0
203106,1,0,1977259.53,1977259.53,1,0,457408.56,457408.56,1,0,0.0,0.0,1,0,0.0,0.0
203116,1,0,5505268.0,5505268.0,1,0,0.0,0.0,1,0,784144.5,784144.5,1,0,784144.5,784144.5
203825,1,0,25000000.0,25000000.0,1,0,4021048.0,4021048.0,1,0,0.0,0.0,1,0,0.0,0.0
204653,1,0,900000.0,900000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
204654,1,0,900000.0,900000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
205366,1,0,2706928.0,2706928.0,1,0,1328831.0,1328831.0,1,0,0.0,0.0,1,0,0.0,0.0
205833,1,0,2500000.0,2500000.0,1,0,1.0,1.0,1,0,0.0,0.0,1,0,0.0,0.0
206213,1,0,3749755.0,3749755.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,1202890.69,1202890.69
206779,1,0,1261295.5,1261295.5,1,0,64638.97,64638.97,1,0,63636.0,63636.0,4,1,63636.0,2980.0
207018,1,0,37029000.0,37029000.0,1,0,2000000.0,2000000.0,1,0,0.0,0.0,3,1,0.0,11007245.0
207147,1,0,499000.0,499000.0,1,0,499000.0,499000.0,1,0,499000.0,499000.0,2,1,499000.0,0.0
207203,1,0,574187.3,574187.3,1,0,574187.3,574187.3,1,0,0.0,0.0,1,0,0.0,0.0
207205,1,0,574187.3,574187.3,1,0,574187.3,574187.3,1,0,0.0,0.0,1,0,0.0,0.0
207327,1,0,578117.92,578117.92,1,0,578117.92,578117.92,1,0,578118.0,578118.0,2,1,578118.0,0.0
207334,1,0,660034.04,660034.04,1,0,660034.04,660034.04,1,0,660035.0,660035.0,2,1,660035.0,0.0
207505,1,0,17500000.0,17500000.0,1,0,43322773.02,43322773.02,1,0,18000000.0,18000000.0,1,0,18000000.0,18000000.0
207531,1,0,40282776.06,40282776.06,1,0,9800000.0,9800000.0,1,0,6000000.0,6000000.0,2,1,6000000.0,10484177.0
207536,1,0,17500000.0,17500000.0,1,0,21023107.03,21023107.03,1,0,7000000.0,7000000.0,2,1,7000000.0,0.0
207591,1,0,55620952.0,55620952.0,1,0,8000000.0,8000000.0,1,0,0.0,0.0,1,0,0.0,0.0
207596,1,0,3200000.0,3200000.0,1,0,3200000.0,3200000.0,1,0,3200000.0,3200000.0,2,1,3200000.0,0.0
207652,1,0,50000000.0,50000000.0,1,0,35000000.0,35000000.0,1,0,35000000.0,35000000.0,2,1,35000000.0,7500000.0
207655,1,0,100000000.0,100000000.0,1,0,1000000.0,1000000.0,1,0,1000000.0,1000000.0,1,0,1000000.0,1000000.0
207684,1,0,4000000.0,4000000.0,1,0,21000000.0,21000000.0,1,0,21000000.0,21000000.0,2,1,21000000.0,6000000.0
207864,1,0,756000.0,756000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
208051,1,0,14709199.0,14709199.0,1,0,420970.0,420970.0,1,0,0.0,0.0,2,1,0.0,420970.0
208202,1,0,3000000.0,3000000.0,1,0,3000000.0,3000000.0,1,0,3000000.0,3000000.0,1,0,3000000.0,3000000.0
208417,1,0,25000000.0,25000000.0,1,0,712715.83,712715.83,1,0,0.0,0.0,1,0,0.0,0.0
208636,1,0,484818.25,484818.25,1,0,511278.25,511278.25,1,0,0.0,0.0,1,0,0.0,0.0
208931,1,0,3233626.21,3233626.21,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
208964,1,0,10000000.0,10000000.0,1,0,10259602.18,10259602.18,1,0,7000000.0,7000000.0,1,0,7000000.0,7000000.0
209012,1,0,100000000.0,100000000.0,1,0,3000000.0,3000000.0,1,0,0.0,0.0,3,1,0.0,5000000.0
209020,1,0,99640000.0,99640000.0,1,0,53000000.0,53000000.0,1,0,53000000.0,53000000.0,3,1,5300000.0,0.0
209047,1,0,82360000.0,82360000.0,1,0,15925000.0,15925000.0,1,0,0.0,0.0,2,1,0.0,6258400.0
209061,1,0,24000000.0,24000000.0,1,0,20000000.0,20000000.0,1,0,0.0,0.0,1,0,0.0,0.0
209123,1,0,91980000.0,91980000.0,1,0,980000.0,980000.0,1,0,0.0,0.0,1,0,0.0,0.0
209133,1,0,199100000.0,199100000.0,1,0,48000000.0,48000000.0,1,0,33000000.0,33000000.0,1,0,33000000.0,33000000.0
209134,1,0,120000000.0,120000000.0,1,0,8000000.0,8000000.0,1,0,0.0,0.0,2,1,0.0,1676820.0
209138,1,0,97500000.0,97500000.0,1,0,17000000.0,17000000.0,1,0,17000000.0,17000000.0,4,1,17000000.0,22957929.0
209139,1,0,53800000.0,53800000.0,1,0,10000000.0,10000000.0,1,0,0.0,0.0,3,1,0.0,11197014.0
209196,1,0,169000000.0,169000000.0,1,0,28000000.0,28000000.0,1,0,0.0,0.0,1,0,0.0,0.0
209269,1,0,6868000.0,6868000.0,1,0,5792091.0,5792091.0,1,0,5792091.0,5792091.0,2,1,5792091.0,8249387.0
209523,1,0,35374116.51,35374116.51,1,0,311217.03,311217.03,1,0,0.0,0.0,1,0,0.0,0.0
209726,1,0,304860.0,304860.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
210036,1,0,45460000.0,45460000.0,1,0,2450000.0,2450000.0,1,0,0.0,0.0,1,0,0.0,0.0
210160,1,0,23497784.88,23497784.88,1,0,2420000.0,2420000.0,2,1,0.0,2420000.0,2,1,0.0,2420000.0
210165,1,0,846916.0,846916.0,1,0,846916.0,846916.0,1,0,846916.0,846916.0,2,1,846916.0,0.0
210430,1,0,84316798.4,84316798.4,1,0,21000000.0,21000000.0,1,0,0.0,0.0,3,1,0.0,51071604.0
210680,1,0,7299368.45,7299368.45,1,0,435079.0,435079.0,1,0,0.0,0.0,1,0,0.0,0.0
211099,1,0,110500000.0,110500000.0,1,0,28200000.0,28200000.0,1,0,0.0,0.0,4,1,0.0,27063848.0
211101,1,0,32500000.0,32500000.0,1,0,15925000.0,15925000.0,1,0,0.0,0.0,1,0,0.0,0.0
211604,1,0,78000000.0,78000000.0,1,0,1470000.0,1470000.0,1,0,0.0,0.0,1,0,0.0,0.0
211931,1,0,104000000.0,104000000.0,1,0,200000000.0,200000000.0,1,0,0.0,0.0,4,1,0.0,152285085.0
212266,1,0,1750000.0,1750000.0,1,0,0.0,0.0,1,0,3605134.0,3605134.0,1,0,3605134.0,3605134.0
214031,1,0,55000000.0,55000000.0,1,0,18000000.0,18000000.0,1,0,0.0,0.0,2,1,0.0,0.0
214495,1,0,2381500.0,2381500.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
214962,1,0,250000.0,250000.0,1,0,0.0,0.0,1,0,127572.2,127572.2,1,0,127572.2,127572.2
215040,1,0,8000000.0,8000000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
216027,1,0,182782.0,182782.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
217941,1,0,2800000.0,2800000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
218130,1,0,600000.0,600000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
218364,1,0,55000000.0,55000000.0,1,0,0.0,0.0,2,1,0.0,62250000.0,2,1,0.0,62250000.0
218477,1,0,518000.0,518000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
218482,1,0,219700.0,219700.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
218940,1,0,1775234.99,1775234.99,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
220354,1,0,1996438.0,1996438.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
220574,1,0,377418116.3,377418116.3,1,0,1750000.0,1750000.0,1,0,0.0,0.0,2,1,0.0,1353835.0
221005,1,0,20930000.0,20930000.0,1,0,21000000.0,21000000.0,1,0,21000000.0,21000000.0,2,1,4000000.0,0.0
221396,1,0,2367821366.0,2367821366.0,1,0,617467625.9,617467625.9,1,0,0.0,0.0,1,0,0.0,0.0
221397,1,0,3718006801.0,3718006801.0,1,0,20000000.0,20000000.0,1,0,0.0,0.0,1,0,0.0,0.0
221554,1,0,129119.39,129119.39,1,0,0.0,0.0,1,0,176209.39,176209.39,1,0,176209.39,176209.39
222000,1,0,709969.0,709969.0,1,0,709969.0,709969.0,1,0,709969.0,709969.0,2,1,709969.0,0.0
222087,1,0,800000.0,800000.0,1,0,800000.0,800000.0,1,0,0.0,0.0,1,0,0.0,0.0
222124,1,0,800000.0,800000.0,1,0,800000.0,800000.0,1,0,0.0,0.0,1,0,0.0,0.0
222156,1,0,4786158.0,4786158.0,1,0,4786158.0,4786158.0,1,0,4786159.0,4786159.0,1,0,4786159.0,4786159.0
222250,1,0,899200.0,899200.0,1,0,899200.0,899200.0,1,0,0.0,0.0,1,0,0.0,0.0
222278,1,0,615683.55,615683.55,1,0,615683.55,615683.55,1,0,615685.0,615685.0,2,1,615685.0,0.0
222283,1,0,479163.38,479163.38,1,0,479163.38,479163.38,1,0,0.0,0.0,1,0,0.0,0.0
223847,1,0,3364507.0,3364507.0,1,0,1392630.47,1392630.47,1,0,400079.0,400079.0,5,1,400079.0,472819.0
223906,1,0,1207282.72,1207282.72,1,0,86577.61,86577.61,1,0,86479.0,86479.0,4,1,86479.0,424811.0
224014,1,0,3191401.64,3191401.64,1,0,304063.08,304063.08,1,0,0.0,0.0,2,1,0.0,942212.0
224119,1,0,136812000.0,136812000.0,1,0,10560000.0,10560000.0,1,0,0.0,0.0,4,1,0.0,16058430.0
224311,1,0,238000000.0,238000000.0,1,0,65000000.0,65000000.0,1,0,0.0,0.0,6,1,0.0,20706285.0
224362,1,0,838253.0,838253.0,1,0,2500000.0,2500000.0,1,0,0.0,0.0,1,0,0.0,0.0
224641,1,0,900000.0,900000.0,1,0,900000.0,900000.0,1,0,0.0,0.0,1,0,0.0,0.0
224675,1,0,1310000.0,1310000.0,1,0,1250000.0,1250000.0,1,0,0.0,0.0,1,0,0.0,0.0
224748,1,0,4404729.14,4404729.14,1,0,4404729.14,4404729.14,1,0,4404730.0,4404730.0,2,1,4404730.0,0.0
224774,1,0,756346.99,756346.99,1,0,756347.0,756347.0,1,0,756347.0,756347.0,2,1,756347.0,0.0
224833,1,0,8080790.0,8080790.0,1,0,4525000.0,4525000.0,1,0,4525000.0,4525000.0,3,1,4525000.0,250000.0
225121,1,0,24870159.43,24870159.43,1,0,3736816.35,3736816.35,1,0,3736816.0,3736816.0,1,0,3736816.0,3736816.0
225123,1,0,23340160.43,23340160.43,1,0,2715890.64,2715890.64,1,0,2715891.0,2715891.0,1,0,2715891.0,2715891.0
225124,1,0,23130159.43,23130159.43,1,0,17440632.0,17440632.0,1,0,17440632.0,17440632.0,1,0,17440632.0,17440632.0
225126,1,0,70000000.0,70000000.0,1,0,40000000.0,40000000.0,1,0,40000000.0,40000000.0,2,1,40000000.0,52500000.0
225236,1,0,24000000.0,24000000.0,1,0,6718320.0,6718320.0,1,0,0.0,0.0,2,1,0.0,6718320.0
225509,1,0,86000.0,86000.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0
225627,1,0,5471970.0,5471970.0,1,0,5471970.0,5471970.0,1,0,0.0,0.0,1,0,0.0,0.0
225683,1,0,12381219.72,12381219.72,1,0,8433743.0,8433743.0,1,0,0.0,0.0,3,1,0.0,5712188.0
225685,1,0,7000000.0,7000000.0,1,0,4532316.55,4532316.55,1,0,4532317.0,4532317.0,2,1,4532317.0,0.0
225687,1,0,8657165.64,8657165.64,1,0,8012160.17,8012160.17,1,0,8012160.0,8012160.0,2,1,8012160.0,0.0
225690,1,0,7000000.0,7000000.0,1,0,5861414.14,5861414.14,1,0,5861414.0,5861414.0,3,1,5861414.0,0.0
225692,1,0,21224473.97,21224473.97,1,0,4563599.34,4563599.34,1,0,0.0,0.0,3,1,0.0,2469847.0
225693,1,0,7000000.0,7000000.0,1,0,2000000.0,2000000.0,1,0,0.0,0.0,1,0,0.0,0.0
225702,1,0,7000000.0,7000000.0,1,0,2934256.85,2934256.85,1,0,2934257.0,2934257.0,2,1,2934257.0,0.0
